,ACC_wrist_x,ACC_wrist_y,ACC_wrist_z
482,16.0,-62.0,8.0
483,17.0,-61.0,7.0
484,16.0,-64.0,4.0
485,14.0,-63.0,2.0
486,14.0,-61.0,2.0
487,15.0,-58.0,2.0
488,17.0,-58.0,2.0
489,18.0,-60.0,3.0
490,14.0,-62.0,2.0
491,13.0,-63.0,3.0
492,14.0,-65.0,5.0
493,15.0,-67.0,6.0
494,16.0,-69.0,10.0
495,16.0,-61.0,15.0
496,16.0,-58.0,16.0
497,14.0,-58.0,18.0
498,14.0,-61.0,16.0
499,13.0,-62.0,16.0
500,11.0,-59.0,17.0
501,12.0,-57.0,18.0
502,13.0,-55.0,18.0
503,13.0,-54.0,18.0
504,14.0,-54.0,19.0
505,14.0,-56.0,19.0
506,15.0,-56.0,19.0
507,16.0,-57.0,19.0
508,16.0,-57.0,18.0
509,17.0,-59.0,19.0
510,16.0,-60.0,18.0
511,15.0,-59.0,17.0
512,16.0,-60.0,16.0
513,17.0,-60.0,17.0
514,15.0,-61.0,16.0
515,14.0,-61.0,16.0
516,14.0,-61.0,16.0
517,14.0,-58.0,15.0
518,13.0,-56.0,14.0
519,12.0,-54.0,13.0
520,12.0,-55.0,12.0
521,13.0,-56.0,13.0
522,14.0,-59.0,13.0
523,13.0,-61.0,12.0
524,13.0,-61.0,12.0
525,15.0,-62.0,12.0
526,16.0,-64.0,13.0
527,18.0,-66.0,13.0
528,18.0,-62.0,13.0
529,18.0,-61.0,14.0
530,19.0,-59.0,15.0
531,18.0,-58.0,14.0
532,17.0,-57.0,14.0
533,17.0,-54.0,14.0
534,17.0,-55.0,13.0
535,20.0,-57.0,15.0
536,20.0,-58.0,16.0
537,20.0,-59.0,16.0
538,20.0,-59.0,18.0
539,19.0,-60.0,19.0
540,18.0,-60.0,19.0
541,16.0,-59.0,18.0
542,16.0,-60.0,16.0
543,18.0,-61.0,16.0
544,18.0,-59.0,16.0
545,18.0,-56.0,16.0
546,18.0,-55.0,16.0
547,16.0,-56.0,16.0
548,14.0,-57.0,15.0
549,13.0,-58.0,14.0
550,13.0,-58.0,14.0
551,14.0,-58.0,14.0
552,16.0,-60.0,15.0
553,15.0,-63.0,16.0
554,14.0,-64.0,15.0
555,13.0,-63.0,16.0
556,13.0,-62.0,16.0
557,14.0,-60.0,16.0
558,14.0,-59.0,16.0
559,14.0,-59.0,16.0
560,14.0,-59.0,16.0
561,15.0,-58.0,15.0
562,16.0,-58.0,15.0
563,16.0,-57.0,15.0
564,17.0,-58.0,15.0
565,17.0,-58.0,15.0
566,17.0,-58.0,15.0
567,17.0,-58.0,15.0
568,17.0,-57.0,16.0
569,17.0,-57.0,16.0
570,16.0,-58.0,16.0
571,16.0,-58.0,16.0
572,16.0,-58.0,16.0
573,15.0,-59.0,15.0
574,15.0,-59.0,15.0
575,16.0,-59.0,16.0
576,16.0,-58.0,16.0
577,15.0,-58.0,16.0
578,15.0,-59.0,16.0
579,14.0,-59.0,15.0
580,14.0,-60.0,15.0
581,14.0,-61.0,15.0
582,15.0,-60.0,15.0
583,15.0,-59.0,15.0
584,15.0,-59.0,15.0
585,15.0,-58.0,15.0
586,14.0,-58.0,16.0
587,14.0,-58.0,15.0
588,15.0,-58.0,15.0
589,15.0,-58.0,15.0
590,15.0,-59.0,16.0
591,16.0,-59.0,16.0
592,16.0,-60.0,15.0
593,16.0,-60.0,16.0
594,17.0,-60.0,16.0
595,16.0,-60.0,14.0
596,16.0,-59.0,16.0
597,15.0,-59.0,15.0
598,16.0,-59.0,16.0
599,16.0,-59.0,15.0
600,16.0,-59.0,15.0
601,16.0,-59.0,15.0
602,16.0,-58.0,15.0
603,15.0,-58.0,15.0
604,15.0,-58.0,15.0
605,15.0,-58.0,15.0
606,15.0,-58.0,15.0
607,16.0,-58.0,15.0
608,15.0,-58.0,15.0
609,15.0,-58.0,16.0
610,16.0,-58.0,16.0
611,16.0,-58.0,16.0
612,16.0,-58.0,17.0
613,17.0,-58.0,17.0
614,17.0,-58.0,17.0
615,17.0,-59.0,17.0
616,17.0,-59.0,16.0
617,17.0,-59.0,16.0
618,14.0,-59.0,15.0
619,17.0,-59.0,16.0
620,18.0,-58.0,16.0
621,19.0,-57.0,16.0
622,17.0,-57.0,15.0
623,16.0,-57.0,14.0
624,16.0,-58.0,14.0
625,17.0,-58.0,15.0
626,17.0,-58.0,14.0
627,17.0,-58.0,14.0
628,16.0,-59.0,14.0
629,17.0,-60.0,14.0
630,17.0,-59.0,15.0
631,18.0,-59.0,15.0
632,18.0,-59.0,15.0
633,18.0,-59.0,16.0
634,18.0,-59.0,17.0
635,17.0,-59.0,17.0
636,16.0,-59.0,17.0
637,17.0,-59.0,16.0
638,18.0,-59.0,16.0
639,18.0,-58.0,16.0
640,18.0,-59.0,15.0
641,17.0,-59.0,14.0
642,17.0,-58.0,13.0
643,17.0,-59.0,13.0
644,17.0,-59.0,13.0
645,17.0,-58.0,12.0
646,17.0,-59.0,12.0
647,17.0,-58.0,12.0
648,16.0,-58.0,12.0
649,16.0,-58.0,12.0
650,17.0,-58.0,12.0
651,17.0,-58.0,13.0
652,17.0,-58.0,13.0
653,17.0,-58.0,14.0
654,18.0,-58.0,14.0
655,18.0,-59.0,14.0
656,18.0,-60.0,15.0
657,18.0,-60.0,16.0
658,18.0,-59.0,16.0
659,18.0,-59.0,16.0
660,17.0,-59.0,16.0
661,17.0,-59.0,16.0
662,17.0,-59.0,15.0
663,18.0,-60.0,15.0
664,18.0,-61.0,15.0
665,17.0,-60.0,14.0
666,17.0,-60.0,14.0
667,17.0,-59.0,13.0
668,16.0,-59.0,13.0
669,17.0,-58.0,13.0
670,17.0,-58.0,14.0
671,15.0,-57.0,13.0
672,15.0,-58.0,13.0
673,15.0,-58.0,13.0
674,16.0,-58.0,13.0
675,17.0,-57.0,13.0
676,17.0,-58.0,13.0
677,17.0,-57.0,14.0
678,17.0,-57.0,14.0
679,17.0,-57.0,15.0
680,17.0,-57.0,15.0
681,18.0,-58.0,15.0
682,18.0,-59.0,15.0
683,18.0,-59.0,16.0
684,19.0,-59.0,16.0
685,19.0,-59.0,16.0
686,18.0,-59.0,17.0
687,18.0,-59.0,16.0
688,18.0,-58.0,16.0
689,18.0,-59.0,16.0
690,18.0,-59.0,15.0
691,18.0,-59.0,15.0
692,18.0,-59.0,15.0
693,18.0,-59.0,14.0
694,17.0,-59.0,14.0
695,17.0,-59.0,14.0
696,16.0,-59.0,14.0
697,16.0,-59.0,13.0
698,16.0,-59.0,13.0
699,16.0,-59.0,13.0
700,16.0,-59.0,13.0
701,16.0,-59.0,13.0
702,16.0,-58.0,14.0
703,15.0,-57.0,14.0
704,15.0,-58.0,14.0
705,15.0,-58.0,14.0
706,16.0,-59.0,14.0
707,17.0,-59.0,14.0
708,17.0,-59.0,14.0
709,18.0,-59.0,15.0
710,17.0,-59.0,15.0
711,17.0,-59.0,15.0
712,17.0,-59.0,15.0
713,17.0,-58.0,15.0
714,18.0,-58.0,15.0
715,18.0,-58.0,15.0
716,17.0,-58.0,15.0
717,17.0,-58.0,14.0
718,18.0,-59.0,14.0
719,18.0,-59.0,14.0
720,18.0,-59.0,14.0
721,17.0,-59.0,14.0
722,17.0,-58.0,14.0
723,16.0,-59.0,14.0
724,16.0,-58.0,14.0
725,16.0,-59.0,14.0
726,17.0,-59.0,14.0
727,17.0,-59.0,14.0
728,17.0,-59.0,14.0
729,17.0,-59.0,14.0
730,17.0,-58.0,14.0
731,16.0,-59.0,14.0
732,17.0,-59.0,14.0
733,17.0,-59.0,14.0
734,17.0,-59.0,14.0
735,17.0,-59.0,14.0
736,17.0,-59.0,14.0
737,17.0,-59.0,14.0
738,17.0,-58.0,14.0
739,17.0,-58.0,14.0
740,17.0,-58.0,14.0
741,17.0,-59.0,14.0
742,17.0,-59.0,14.0
743,17.0,-59.0,14.0
744,17.0,-59.0,14.0
745,17.0,-59.0,14.0
746,17.0,-58.0,14.0
747,17.0,-59.0,14.0
748,17.0,-59.0,14.0
749,17.0,-59.0,14.0
750,17.0,-59.0,14.0
751,17.0,-59.0,14.0
752,17.0,-59.0,14.0
753,17.0,-59.0,14.0
754,17.0,-59.0,14.0
755,17.0,-59.0,14.0
756,17.0,-59.0,14.0
757,17.0,-58.0,14.0
758,17.0,-58.0,14.0
759,17.0,-58.0,13.0
760,17.0,-59.0,14.0
761,18.0,-59.0,14.0
762,18.0,-58.0,14.0
763,18.0,-59.0,14.0
764,18.0,-59.0,14.0
765,18.0,-58.0,14.0
766,18.0,-59.0,14.0
767,18.0,-59.0,14.0
768,18.0,-59.0,14.0
769,17.0,-59.0,14.0
770,17.0,-59.0,14.0
771,17.0,-59.0,14.0
772,17.0,-58.0,14.0
773,17.0,-59.0,14.0
774,17.0,-59.0,13.0
775,17.0,-59.0,13.0
776,17.0,-59.0,13.0
777,17.0,-59.0,13.0
778,17.0,-59.0,14.0
779,17.0,-59.0,13.0
780,17.0,-59.0,13.0
781,17.0,-59.0,13.0
782,18.0,-58.0,14.0
783,17.0,-59.0,14.0
784,17.0,-59.0,14.0
785,18.0,-59.0,14.0
786,18.0,-59.0,14.0
787,18.0,-59.0,13.0
788,18.0,-59.0,14.0
789,18.0,-58.0,14.0
790,18.0,-59.0,14.0
791,17.0,-59.0,14.0
792,18.0,-59.0,14.0
793,17.0,-59.0,14.0
794,17.0,-59.0,14.0
795,17.0,-58.0,14.0
796,17.0,-58.0,14.0
797,17.0,-59.0,14.0
798,18.0,-59.0,14.0
799,18.0,-59.0,14.0
800,17.0,-59.0,14.0
801,18.0,-59.0,14.0
802,17.0,-58.0,14.0
803,17.0,-58.0,14.0
804,17.0,-58.0,14.0
805,17.0,-59.0,14.0
806,17.0,-59.0,14.0
807,17.0,-59.0,14.0
808,17.0,-59.0,14.0
809,17.0,-58.0,14.0
810,17.0,-58.0,14.0
811,17.0,-58.0,14.0
812,17.0,-59.0,14.0
813,17.0,-59.0,14.0
814,17.0,-58.0,14.0
815,17.0,-59.0,14.0
816,17.0,-59.0,14.0
817,17.0,-59.0,14.0
818,17.0,-59.0,14.0
819,17.0,-58.0,14.0
820,17.0,-59.0,14.0
821,17.0,-58.0,14.0
822,17.0,-58.0,14.0
823,17.0,-59.0,14.0
824,17.0,-59.0,14.0
825,17.0,-59.0,14.0
826,17.0,-59.0,14.0
827,17.0,-59.0,14.0
828,17.0,-59.0,14.0
829,17.0,-59.0,14.0
830,17.0,-59.0,14.0
831,17.0,-59.0,14.0
832,17.0,-59.0,14.0
833,17.0,-58.0,14.0
834,17.0,-58.0,14.0
835,17.0,-59.0,14.0
836,17.0,-59.0,14.0
837,17.0,-58.0,13.0
838,17.0,-59.0,13.0
839,17.0,-58.0,13.0
840,17.0,-59.0,13.0
841,17.0,-59.0,13.0
842,17.0,-58.0,14.0
843,17.0,-58.0,14.0
844,18.0,-59.0,14.0
845,17.0,-59.0,14.0
846,18.0,-60.0,14.0
847,18.0,-59.0,14.0
848,18.0,-59.0,14.0
849,18.0,-59.0,14.0
850,18.0,-59.0,14.0
851,18.0,-59.0,14.0
852,18.0,-59.0,14.0
853,18.0,-59.0,14.0
854,17.0,-59.0,14.0
855,17.0,-58.0,14.0
856,17.0,-58.0,14.0
857,17.0,-59.0,14.0
858,17.0,-58.0,14.0
859,17.0,-59.0,14.0
860,17.0,-59.0,14.0
861,17.0,-59.0,14.0
862,17.0,-58.0,13.0
863,17.0,-58.0,14.0
864,17.0,-58.0,14.0
865,18.0,-59.0,14.0
866,18.0,-59.0,14.0
867,18.0,-59.0,14.0
868,18.0,-59.0,14.0
869,18.0,-59.0,14.0
870,18.0,-58.0,14.0
871,18.0,-58.0,14.0
872,17.0,-59.0,14.0
873,18.0,-59.0,14.0
874,18.0,-59.0,14.0
875,18.0,-58.0,14.0
876,18.0,-59.0,14.0
877,17.0,-58.0,14.0
878,17.0,-59.0,14.0
879,17.0,-58.0,14.0
880,17.0,-59.0,14.0
881,17.0,-58.0,14.0
882,17.0,-59.0,14.0
883,17.0,-59.0,14.0
884,17.0,-59.0,14.0
885,17.0,-59.0,14.0
886,17.0,-59.0,14.0
887,17.0,-59.0,14.0
888,17.0,-58.0,14.0
889,17.0,-59.0,14.0
890,17.0,-58.0,14.0
891,17.0,-58.0,14.0
892,17.0,-58.0,14.0
893,17.0,-58.0,14.0
894,18.0,-59.0,14.0
895,18.0,-59.0,14.0
896,18.0,-59.0,14.0
897,17.0,-59.0,14.0
898,17.0,-59.0,14.0
899,17.0,-59.0,14.0
900,17.0,-58.0,14.0
901,17.0,-59.0,14.0
902,17.0,-59.0,14.0
903,17.0,-59.0,14.0
904,17.0,-59.0,14.0
905,17.0,-59.0,14.0
906,17.0,-59.0,14.0
907,17.0,-58.0,14.0
908,17.0,-58.0,13.0
909,17.0,-59.0,13.0
910,17.0,-59.0,13.0
911,17.0,-59.0,13.0
912,17.0,-59.0,13.0
913,17.0,-59.0,13.0
914,17.0,-58.0,13.0
915,17.0,-59.0,14.0
916,17.0,-59.0,14.0
917,17.0,-59.0,14.0
918,17.0,-59.0,14.0
919,17.0,-58.0,14.0
920,18.0,-59.0,14.0
921,17.0,-59.0,14.0
922,18.0,-59.0,14.0
923,18.0,-59.0,14.0
924,18.0,-59.0,14.0
925,18.0,-59.0,14.0
926,18.0,-59.0,14.0
927,18.0,-59.0,14.0
928,18.0,-58.0,14.0
929,18.0,-59.0,14.0
930,17.0,-58.0,14.0
931,17.0,-58.0,14.0
932,17.0,-58.0,14.0
933,17.0,-58.0,14.0
934,17.0,-58.0,14.0
935,17.0,-59.0,14.0
936,18.0,-59.0,13.0
937,18.0,-58.0,14.0
938,18.0,-59.0,14.0
939,18.0,-58.0,14.0
940,18.0,-59.0,14.0
941,18.0,-59.0,14.0
942,18.0,-59.0,14.0
943,17.0,-59.0,14.0
944,17.0,-59.0,14.0
945,17.0,-59.0,14.0
946,17.0,-59.0,14.0
947,17.0,-59.0,13.0
948,18.0,-59.0,14.0
949,17.0,-59.0,14.0
