,ACC_wrist_x,ACC_wrist_y,ACC_wrist_z
115,33.0,-21.0,49.0
116,33.0,-20.0,49.0
117,33.0,-20.0,49.0
118,32.0,-20.0,49.0
119,33.0,-21.0,49.0
120,32.0,-20.0,49.0
121,32.0,-20.0,49.0
122,33.0,-20.0,49.0
123,32.0,-20.0,49.0
124,33.0,-21.0,49.0
125,32.0,-21.0,49.0
126,33.0,-21.0,49.0
127,33.0,-21.0,49.0
128,33.0,-21.0,49.0
129,33.0,-21.0,50.0
130,32.0,-20.0,49.0
131,33.0,-20.0,49.0
132,33.0,-20.0,49.0
133,33.0,-21.0,49.0
134,33.0,-21.0,49.0
135,33.0,-21.0,49.0
136,33.0,-20.0,49.0
137,33.0,-20.0,50.0
138,33.0,-20.0,49.0
139,33.0,-20.0,49.0
140,34.0,-20.0,49.0
141,34.0,-20.0,49.0
142,33.0,-20.0,49.0
143,33.0,-20.0,49.0
144,33.0,-20.0,49.0
145,33.0,-21.0,49.0
146,33.0,-20.0,49.0
147,33.0,-20.0,49.0
148,34.0,-20.0,49.0
149,34.0,-20.0,49.0
150,33.0,-21.0,48.0
151,33.0,-20.0,48.0
152,33.0,-19.0,48.0
153,31.0,-18.0,47.0
154,29.0,-14.0,44.0
155,25.0,-9.0,42.0
156,21.0,-7.0,35.0
157,14.0,-6.0,23.0
158,16.0,-3.0,25.0
159,19.0,1.0,27.0
160,24.0,-2.0,27.0
161,27.0,-1.0,12.0
162,35.0,4.0,4.0
163,42.0,8.0,11.0
164,38.0,14.0,7.0
165,57.0,32.0,1.0
166,75.0,39.0,6.0
167,82.0,52.0,-6.0
168,84.0,63.0,-6.0
169,92.0,71.0,-2.0
170,81.0,75.0,-12.0
171,88.0,77.0,-9.0
172,84.0,72.0,-9.0
173,79.0,67.0,-15.0
174,76.0,63.0,-16.0
175,76.0,52.0,-18.0
176,82.0,48.0,-14.0
177,77.0,44.0,-14.0
178,71.0,38.0,-12.0
179,64.0,25.0,1.0
180,56.0,22.0,8.0
181,37.0,19.0,9.0
182,29.0,16.0,8.0
183,28.0,22.0,12.0
184,39.0,31.0,26.0
185,23.0,42.0,32.0
186,30.0,43.0,34.0
187,30.0,42.0,28.0
188,36.0,42.0,28.0
189,36.0,30.0,20.0
190,36.0,44.0,17.0
191,55.0,49.0,30.0
192,38.0,42.0,22.0
193,40.0,37.0,20.0
194,38.0,36.0,19.0
195,41.0,38.0,15.0
196,53.0,40.0,17.0
197,54.0,45.0,12.0
198,41.0,45.0,5.0
199,47.0,48.0,5.0
200,39.0,50.0,7.0
201,34.0,51.0,4.0
202,44.0,52.0,6.0
203,43.0,52.0,7.0
204,38.0,48.0,4.0
205,49.0,44.0,0.0
206,45.0,45.0,1.0
207,38.0,52.0,10.0
208,38.0,53.0,5.0
209,40.0,56.0,1.0
210,36.0,59.0,3.0
211,36.0,57.0,1.0
212,38.0,54.0,1.0
213,38.0,51.0,5.0
214,37.0,50.0,5.0
215,38.0,51.0,4.0
216,41.0,51.0,6.0
217,38.0,51.0,4.0
218,40.0,50.0,6.0
219,39.0,50.0,7.0
220,40.0,49.0,8.0
221,41.0,49.0,10.0
222,39.0,48.0,8.0
223,40.0,48.0,10.0
224,39.0,49.0,10.0
225,39.0,48.0,9.0
226,39.0,49.0,9.0
227,40.0,49.0,9.0
228,38.0,49.0,9.0
229,39.0,49.0,10.0
230,41.0,49.0,9.0
231,40.0,49.0,10.0
232,39.0,49.0,9.0
233,39.0,49.0,9.0
234,40.0,49.0,10.0
235,40.0,49.0,10.0
236,39.0,49.0,10.0
237,39.0,49.0,10.0
238,39.0,49.0,10.0
239,39.0,49.0,10.0
240,39.0,49.0,10.0
241,39.0,49.0,10.0
242,40.0,49.0,10.0
243,39.0,49.0,10.0
244,39.0,49.0,10.0
245,39.0,49.0,10.0
246,39.0,49.0,10.0
247,40.0,49.0,10.0
248,39.0,49.0,10.0
249,39.0,49.0,10.0
250,40.0,49.0,10.0
251,40.0,48.0,10.0
252,39.0,48.0,10.0
253,40.0,49.0,10.0
254,40.0,48.0,10.0
255,40.0,48.0,10.0
256,40.0,48.0,11.0
257,40.0,48.0,11.0
258,40.0,48.0,11.0
259,40.0,48.0,11.0
260,40.0,48.0,11.0
261,40.0,48.0,11.0
262,40.0,48.0,11.0
263,40.0,48.0,10.0
264,40.0,48.0,11.0
265,40.0,48.0,11.0
266,40.0,48.0,11.0
267,40.0,48.0,11.0
268,40.0,48.0,11.0
269,40.0,48.0,11.0
270,41.0,48.0,11.0
271,40.0,48.0,11.0
272,40.0,48.0,10.0
273,41.0,48.0,10.0
274,41.0,48.0,11.0
275,40.0,48.0,10.0
276,40.0,48.0,11.0
277,41.0,48.0,10.0
278,41.0,48.0,10.0
279,41.0,47.0,11.0
280,41.0,48.0,11.0
281,41.0,48.0,10.0
282,41.0,48.0,10.0
283,40.0,48.0,10.0
284,40.0,48.0,11.0
285,41.0,48.0,10.0
286,41.0,48.0,11.0
287,41.0,48.0,10.0
288,41.0,48.0,11.0
289,41.0,48.0,10.0
290,41.0,48.0,11.0
291,41.0,48.0,10.0
292,41.0,48.0,10.0
293,41.0,48.0,11.0
294,41.0,48.0,11.0
295,41.0,48.0,11.0
296,40.0,48.0,10.0
297,41.0,48.0,10.0
298,41.0,48.0,10.0
299,40.0,48.0,10.0
300,40.0,48.0,10.0
301,40.0,48.0,10.0
302,40.0,48.0,10.0
303,40.0,48.0,10.0
304,40.0,48.0,10.0
305,41.0,48.0,10.0
306,41.0,48.0,10.0
307,40.0,48.0,10.0
308,40.0,48.0,10.0
309,40.0,48.0,10.0
310,40.0,48.0,10.0
311,40.0,48.0,10.0
312,40.0,48.0,10.0
313,40.0,48.0,10.0
314,40.0,48.0,10.0
315,40.0,48.0,10.0
316,40.0,48.0,10.0
317,40.0,48.0,10.0
318,41.0,48.0,10.0
319,41.0,48.0,10.0
320,40.0,48.0,10.0
321,40.0,48.0,10.0
322,40.0,49.0,10.0
323,41.0,48.0,10.0
324,40.0,48.0,10.0
325,40.0,48.0,10.0
326,40.0,48.0,10.0
327,40.0,48.0,10.0
328,40.0,48.0,10.0
329,40.0,48.0,10.0
330,41.0,48.0,10.0
331,41.0,48.0,10.0
332,41.0,48.0,10.0
333,41.0,48.0,10.0
334,40.0,48.0,10.0
335,41.0,48.0,10.0
336,41.0,48.0,10.0
337,41.0,48.0,10.0
338,41.0,48.0,11.0
339,41.0,48.0,11.0
340,41.0,48.0,10.0
341,41.0,48.0,11.0
342,41.0,47.0,11.0
343,41.0,48.0,10.0
344,41.0,48.0,11.0
345,41.0,48.0,11.0
346,40.0,48.0,11.0
347,41.0,48.0,11.0
348,41.0,48.0,11.0
349,41.0,48.0,11.0
350,40.0,48.0,11.0
351,41.0,48.0,11.0
352,41.0,48.0,11.0
353,41.0,47.0,11.0
354,41.0,47.0,11.0
355,41.0,47.0,11.0
356,41.0,47.0,11.0
357,41.0,47.0,11.0
358,41.0,47.0,11.0
359,41.0,47.0,11.0
360,41.0,47.0,11.0
361,41.0,47.0,11.0
362,41.0,47.0,11.0
363,41.0,47.0,11.0
364,41.0,47.0,11.0
365,41.0,47.0,11.0
366,41.0,47.0,11.0
367,41.0,47.0,11.0
368,41.0,47.0,11.0
369,41.0,47.0,11.0
370,41.0,48.0,11.0
371,41.0,47.0,11.0
372,41.0,47.0,11.0
373,41.0,47.0,11.0
374,41.0,47.0,11.0
375,41.0,47.0,11.0
376,41.0,47.0,11.0
377,41.0,47.0,11.0
378,41.0,47.0,11.0
379,41.0,47.0,11.0
380,41.0,47.0,11.0
381,41.0,47.0,11.0
382,41.0,47.0,11.0
383,41.0,47.0,11.0
384,41.0,47.0,11.0
385,41.0,47.0,11.0
386,41.0,47.0,11.0
387,41.0,47.0,11.0
388,42.0,47.0,11.0
389,42.0,47.0,11.0
390,42.0,47.0,11.0
391,41.0,47.0,11.0
392,41.0,47.0,11.0
393,42.0,47.0,11.0
394,42.0,47.0,11.0
395,42.0,46.0,11.0
396,42.0,46.0,11.0
397,42.0,46.0,11.0
398,43.0,46.0,11.0
399,42.0,46.0,11.0
400,42.0,47.0,11.0
401,41.0,47.0,11.0
402,42.0,47.0,10.0
403,41.0,47.0,10.0
404,41.0,47.0,10.0
405,41.0,47.0,10.0
406,41.0,48.0,10.0
407,41.0,48.0,10.0
408,40.0,48.0,10.0
409,40.0,48.0,10.0
410,40.0,49.0,9.0
411,40.0,49.0,9.0
412,40.0,49.0,10.0
413,40.0,48.0,10.0
414,41.0,48.0,10.0
415,41.0,48.0,9.0
416,41.0,48.0,10.0
417,41.0,48.0,10.0
418,41.0,47.0,10.0
419,41.0,47.0,10.0
420,41.0,47.0,10.0
421,42.0,47.0,10.0
422,42.0,47.0,10.0
423,41.0,47.0,10.0
424,41.0,47.0,10.0
425,41.0,47.0,10.0
426,41.0,47.0,10.0
427,41.0,47.0,11.0
428,41.0,47.0,10.0
429,41.0,47.0,11.0
430,41.0,47.0,11.0
431,41.0,47.0,11.0
432,41.0,47.0,11.0
433,41.0,47.0,11.0
434,42.0,47.0,11.0
435,42.0,47.0,11.0
436,42.0,47.0,11.0
437,42.0,47.0,11.0
438,42.0,47.0,11.0
439,42.0,47.0,11.0
440,41.0,47.0,11.0
441,41.0,47.0,11.0
442,42.0,47.0,11.0
443,41.0,47.0,11.0
444,41.0,47.0,11.0
445,42.0,47.0,11.0
446,41.0,47.0,11.0
447,41.0,47.0,11.0
448,41.0,47.0,11.0
449,41.0,47.0,11.0
450,41.0,47.0,11.0
451,41.0,47.0,11.0
452,41.0,47.0,11.0
453,41.0,47.0,10.0
454,41.0,47.0,11.0
455,41.0,47.0,11.0
456,41.0,47.0,11.0
457,42.0,47.0,11.0
458,41.0,47.0,11.0
459,41.0,47.0,11.0
460,41.0,47.0,11.0
461,41.0,47.0,11.0
462,41.0,47.0,11.0
463,41.0,47.0,11.0
464,41.0,47.0,11.0
465,41.0,47.0,11.0
466,41.0,47.0,11.0
467,41.0,47.0,11.0
468,41.0,47.0,11.0
469,41.0,47.0,11.0
470,41.0,47.0,12.0
471,41.0,47.0,12.0
472,41.0,47.0,11.0
473,42.0,47.0,11.0
474,41.0,47.0,11.0
475,42.0,47.0,11.0
476,41.0,47.0,11.0
477,42.0,47.0,11.0
478,42.0,47.0,11.0
479,42.0,47.0,11.0
480,42.0,47.0,11.0
481,42.0,47.0,11.0
482,41.0,47.0,11.0
483,41.0,47.0,11.0
484,41.0,47.0,11.0
485,42.0,47.0,11.0
486,41.0,47.0,11.0
487,41.0,47.0,11.0
488,41.0,47.0,11.0
489,42.0,47.0,11.0
490,41.0,47.0,11.0
491,41.0,47.0,11.0
492,42.0,47.0,11.0
493,42.0,47.0,11.0
494,41.0,47.0,11.0
495,41.0,47.0,11.0
496,41.0,47.0,11.0
497,42.0,47.0,11.0
498,41.0,47.0,11.0
499,42.0,47.0,11.0
500,42.0,47.0,11.0
501,41.0,47.0,11.0
502,41.0,47.0,11.0
503,41.0,47.0,11.0
504,42.0,47.0,11.0
505,41.0,47.0,11.0
506,42.0,47.0,11.0
507,41.0,47.0,11.0
508,41.0,47.0,11.0
509,41.0,47.0,11.0
510,41.0,47.0,11.0
511,41.0,47.0,11.0
512,41.0,47.0,11.0
513,41.0,47.0,11.0
514,41.0,47.0,11.0
515,41.0,47.0,11.0
516,42.0,47.0,11.0
517,42.0,47.0,11.0
518,41.0,47.0,11.0
519,41.0,47.0,11.0
520,41.0,47.0,11.0
521,41.0,47.0,11.0
522,41.0,47.0,11.0
523,41.0,47.0,11.0
524,41.0,47.0,11.0
525,41.0,47.0,11.0
526,41.0,47.0,11.0
527,41.0,47.0,11.0
528,41.0,47.0,11.0
529,41.0,47.0,11.0
530,41.0,47.0,11.0
531,41.0,47.0,11.0
532,41.0,47.0,11.0
533,41.0,47.0,11.0
534,41.0,47.0,11.0
535,41.0,47.0,11.0
536,41.0,47.0,11.0
537,41.0,47.0,11.0
538,41.0,47.0,11.0
539,41.0,47.0,11.0
540,42.0,47.0,11.0
541,42.0,47.0,11.0
542,41.0,47.0,11.0
543,41.0,47.0,11.0
544,41.0,47.0,11.0
545,41.0,47.0,11.0
546,41.0,47.0,11.0
547,42.0,47.0,11.0
548,41.0,47.0,11.0
549,41.0,47.0,11.0
550,41.0,47.0,11.0
551,41.0,47.0,11.0
552,42.0,47.0,11.0
553,42.0,47.0,11.0
554,42.0,47.0,11.0
555,42.0,47.0,11.0
556,42.0,47.0,11.0
557,42.0,47.0,11.0
558,42.0,47.0,11.0
559,42.0,47.0,11.0
560,42.0,47.0,11.0
561,41.0,47.0,11.0
562,41.0,47.0,11.0
563,41.0,47.0,11.0
564,42.0,47.0,11.0
565,41.0,47.0,11.0
566,41.0,47.0,11.0
567,41.0,47.0,11.0
568,41.0,47.0,11.0
569,41.0,47.0,11.0
570,42.0,47.0,11.0
571,42.0,47.0,11.0
572,41.0,47.0,11.0
573,41.0,47.0,11.0
574,41.0,47.0,11.0
575,41.0,47.0,11.0
576,42.0,47.0,11.0
577,41.0,47.0,11.0
578,41.0,47.0,11.0
579,41.0,47.0,11.0
580,41.0,47.0,11.0
581,41.0,47.0,11.0
582,41.0,47.0,11.0
583,41.0,47.0,11.0
584,41.0,47.0,11.0
585,41.0,47.0,11.0
586,41.0,47.0,11.0
587,41.0,47.0,11.0
588,41.0,47.0,11.0
589,42.0,47.0,11.0
590,41.0,47.0,11.0
591,41.0,47.0,11.0
592,41.0,47.0,11.0
593,41.0,47.0,11.0
594,41.0,47.0,10.0
595,41.0,47.0,11.0
596,41.0,47.0,10.0
597,42.0,47.0,11.0
598,41.0,47.0,11.0
599,41.0,47.0,10.0
600,41.0,46.0,11.0
601,42.0,47.0,10.0
602,42.0,47.0,10.0
603,42.0,46.0,10.0
604,44.0,46.0,9.0
605,43.0,47.0,10.0
606,43.0,46.0,8.0
607,49.0,45.0,10.0
608,45.0,46.0,10.0
609,41.0,46.0,11.0
610,41.0,46.0,11.0
611,40.0,47.0,11.0
612,40.0,47.0,11.0
613,41.0,47.0,12.0
614,42.0,46.0,13.0
615,42.0,45.0,12.0
616,44.0,45.0,11.0
617,43.0,46.0,10.0
618,43.0,46.0,10.0
619,44.0,46.0,9.0
620,44.0,45.0,9.0
621,44.0,45.0,10.0
622,45.0,44.0,10.0
623,44.0,44.0,11.0
624,45.0,44.0,10.0
625,44.0,44.0,11.0
626,42.0,47.0,11.0
627,42.0,48.0,10.0
628,40.0,49.0,11.0
629,38.0,48.0,11.0
630,40.0,48.0,12.0
631,44.0,45.0,11.0
632,46.0,43.0,11.0
633,44.0,44.0,11.0
634,44.0,44.0,9.0
635,44.0,45.0,9.0
636,42.0,46.0,9.0
637,42.0,47.0,10.0
638,41.0,47.0,11.0
639,39.0,49.0,11.0
640,39.0,49.0,11.0
641,37.0,51.0,11.0
642,36.0,52.0,9.0
643,35.0,52.0,9.0
644,36.0,52.0,8.0
645,38.0,50.0,10.0
646,39.0,48.0,11.0
647,42.0,47.0,12.0
648,43.0,46.0,12.0
649,44.0,45.0,12.0
650,45.0,44.0,12.0
651,44.0,45.0,12.0
652,43.0,46.0,11.0
653,42.0,46.0,11.0
654,42.0,47.0,10.0
655,42.0,47.0,10.0
656,42.0,47.0,11.0
657,42.0,46.0,12.0
658,41.0,47.0,12.0
659,41.0,47.0,11.0
660,41.0,47.0,11.0
661,41.0,48.0,11.0
662,41.0,48.0,11.0
663,41.0,47.0,11.0
664,41.0,47.0,11.0
665,41.0,47.0,12.0
666,41.0,47.0,12.0
667,41.0,48.0,11.0
668,41.0,48.0,11.0
669,42.0,47.0,13.0
670,40.0,47.0,12.0
671,40.0,48.0,11.0
672,39.0,48.0,11.0
673,39.0,49.0,11.0
674,39.0,49.0,11.0
675,40.0,48.0,11.0
676,41.0,47.0,12.0
677,40.0,47.0,12.0
678,40.0,47.0,12.0
679,41.0,47.0,12.0
680,42.0,47.0,12.0
681,41.0,47.0,11.0
682,42.0,46.0,12.0
683,42.0,46.0,12.0
684,42.0,46.0,13.0
685,41.0,47.0,13.0
686,39.0,47.0,12.0
687,40.0,46.0,12.0
688,43.0,44.0,12.0
689,49.0,43.0,12.0
690,50.0,42.0,14.0
691,47.0,41.0,14.0
692,43.0,41.0,15.0
693,43.0,42.0,14.0
694,44.0,44.0,12.0
695,44.0,46.0,10.0
696,44.0,46.0,10.0
697,41.0,46.0,11.0
698,40.0,47.0,11.0
699,40.0,48.0,11.0
700,39.0,50.0,11.0
701,38.0,51.0,10.0
702,33.0,53.0,10.0
703,32.0,53.0,10.0
704,36.0,52.0,10.0
705,42.0,49.0,8.0
706,44.0,47.0,8.0
707,43.0,47.0,9.0
708,42.0,47.0,10.0
709,38.0,49.0,13.0
710,36.0,50.0,12.0
711,37.0,50.0,10.0
712,41.0,50.0,8.0
713,42.0,50.0,8.0
714,41.0,49.0,9.0
715,42.0,47.0,10.0
716,43.0,46.0,11.0
717,43.0,45.0,12.0
718,43.0,44.0,13.0
719,43.0,44.0,12.0
720,42.0,46.0,12.0
721,42.0,47.0,11.0
722,42.0,48.0,10.0
723,41.0,48.0,10.0
724,40.0,48.0,10.0
725,39.0,49.0,10.0
726,40.0,49.0,10.0
727,39.0,49.0,10.0
728,39.0,49.0,10.0
729,39.0,49.0,10.0
730,41.0,48.0,10.0
731,41.0,48.0,10.0
732,40.0,48.0,11.0
733,40.0,47.0,11.0
734,40.0,48.0,11.0
735,40.0,48.0,11.0
736,40.0,48.0,11.0
737,40.0,48.0,11.0
738,40.0,48.0,10.0
739,40.0,48.0,10.0
740,41.0,48.0,10.0
741,40.0,48.0,10.0
742,41.0,48.0,10.0
743,41.0,48.0,10.0
744,41.0,47.0,10.0
745,40.0,48.0,9.0
746,43.0,46.0,10.0
747,43.0,47.0,10.0
748,42.0,47.0,10.0
749,43.0,46.0,10.0
750,42.0,47.0,11.0
751,41.0,47.0,11.0
752,41.0,47.0,11.0
753,42.0,47.0,10.0
754,41.0,47.0,11.0
755,41.0,47.0,11.0
756,41.0,47.0,11.0
757,41.0,47.0,12.0
758,40.0,47.0,11.0
759,41.0,47.0,10.0
760,42.0,48.0,9.0
761,41.0,48.0,9.0
762,41.0,48.0,9.0
763,41.0,48.0,9.0
764,41.0,48.0,9.0
765,40.0,48.0,10.0
766,41.0,48.0,10.0
767,40.0,48.0,10.0
768,41.0,48.0,10.0
769,41.0,47.0,11.0
770,40.0,48.0,11.0
771,40.0,48.0,11.0
772,40.0,48.0,11.0
773,41.0,48.0,11.0
774,40.0,48.0,10.0
775,42.0,47.0,9.0
776,42.0,48.0,10.0
777,42.0,48.0,10.0
778,41.0,47.0,10.0
779,41.0,47.0,10.0
780,43.0,45.0,9.0
781,46.0,46.0,10.0
782,44.0,45.0,10.0
783,44.0,44.0,12.0
784,45.0,43.0,12.0
785,46.0,42.0,12.0
786,46.0,42.0,12.0
787,47.0,41.0,12.0
788,48.0,40.0,10.0
789,49.0,39.0,10.0
790,47.0,40.0,11.0
791,47.0,41.0,10.0
792,47.0,42.0,10.0
793,48.0,41.0,10.0
794,48.0,40.0,11.0
795,50.0,40.0,11.0
796,49.0,40.0,11.0
797,47.0,41.0,10.0
798,43.0,43.0,8.0
799,40.0,43.0,6.0
800,33.0,43.0,4.0
801,29.0,45.0,7.0
802,29.0,55.0,15.0
803,50.0,68.0,25.0
804,56.0,68.0,24.0
805,51.0,51.0,11.0
806,48.0,42.0,12.0
807,51.0,34.0,30.0
808,44.0,32.0,30.0
809,41.0,33.0,22.0
810,30.0,41.0,14.0
811,26.0,44.0,13.0
812,30.0,50.0,17.0
813,38.0,53.0,16.0
814,41.0,52.0,16.0
815,32.0,48.0,17.0
816,30.0,46.0,18.0
817,33.0,42.0,19.0
818,35.0,42.0,18.0
819,34.0,43.0,16.0
820,36.0,50.0,17.0
821,39.0,53.0,19.0
822,36.0,59.0,15.0
823,39.0,56.0,15.0
824,38.0,54.0,16.0
825,38.0,52.0,19.0
826,38.0,50.0,18.0
827,37.0,45.0,15.0
828,35.0,44.0,15.0
829,35.0,47.0,15.0
830,31.0,58.0,17.0
831,27.0,59.0,17.0
832,26.0,59.0,14.0
833,42.0,54.0,13.0
834,47.0,50.0,15.0
835,42.0,46.0,19.0
836,33.0,48.0,19.0
837,26.0,53.0,16.0
838,32.0,55.0,13.0
839,36.0,54.0,11.0
840,39.0,52.0,14.0
841,38.0,50.0,15.0
842,32.0,45.0,11.0
843,31.0,45.0,10.0
844,31.0,50.0,12.0
845,36.0,66.0,16.0
846,35.0,65.0,11.0
847,34.0,57.0,7.0
848,34.0,45.0,9.0
849,33.0,41.0,12.0
850,31.0,38.0,15.0
851,32.0,40.0,16.0
852,36.0,53.0,17.0
853,42.0,63.0,16.0
854,42.0,65.0,15.0
855,34.0,61.0,14.0
856,36.0,56.0,13.0
857,40.0,46.0,11.0
858,38.0,42.0,15.0
859,37.0,42.0,17.0
860,38.0,44.0,17.0
861,40.0,45.0,16.0
862,42.0,46.0,17.0
863,40.0,44.0,16.0
864,40.0,43.0,16.0
865,40.0,41.0,17.0
866,40.0,42.0,20.0
867,41.0,47.0,21.0
868,41.0,50.0,18.0
869,40.0,49.0,16.0
870,39.0,47.0,14.0
871,38.0,48.0,16.0
872,37.0,48.0,16.0
873,36.0,49.0,15.0
874,36.0,49.0,15.0
875,37.0,49.0,15.0
876,38.0,49.0,15.0
877,39.0,48.0,16.0
878,41.0,46.0,17.0
879,41.0,45.0,18.0
880,43.0,44.0,19.0
881,43.0,43.0,19.0
882,43.0,43.0,18.0
883,42.0,43.0,20.0
884,43.0,43.0,20.0
885,41.0,43.0,19.0
886,40.0,41.0,18.0
887,41.0,42.0,19.0
888,45.0,44.0,21.0
889,46.0,45.0,20.0
890,44.0,44.0,18.0
891,42.0,43.0,19.0
892,42.0,42.0,19.0
893,42.0,42.0,19.0
894,42.0,43.0,19.0
895,41.0,44.0,19.0
896,41.0,45.0,19.0
897,42.0,45.0,19.0
898,42.0,47.0,20.0
899,42.0,47.0,20.0
900,42.0,44.0,18.0
901,39.0,42.0,18.0
902,39.0,42.0,18.0
903,40.0,43.0,18.0
904,40.0,44.0,18.0
905,41.0,45.0,19.0
906,41.0,46.0,19.0
907,41.0,46.0,19.0
908,42.0,46.0,19.0
909,42.0,45.0,19.0
910,42.0,44.0,18.0
911,43.0,43.0,18.0
912,42.0,42.0,18.0
913,41.0,44.0,19.0
914,41.0,44.0,19.0
915,42.0,44.0,18.0
916,41.0,43.0,19.0
917,42.0,43.0,19.0
918,44.0,44.0,20.0
919,44.0,44.0,20.0
920,42.0,45.0,19.0
921,42.0,45.0,18.0
922,41.0,44.0,17.0
923,40.0,44.0,18.0
924,41.0,44.0,18.0
925,42.0,45.0,19.0
926,41.0,46.0,19.0
927,41.0,45.0,19.0
928,41.0,44.0,19.0
929,42.0,43.0,18.0
930,41.0,43.0,19.0
931,41.0,43.0,18.0
932,41.0,44.0,18.0
933,42.0,45.0,18.0
934,42.0,45.0,18.0
935,41.0,43.0,18.0
936,42.0,43.0,20.0
937,42.0,44.0,20.0
938,42.0,45.0,19.0
939,41.0,45.0,18.0
940,41.0,44.0,18.0
941,41.0,44.0,18.0
942,41.0,44.0,18.0
943,42.0,45.0,17.0
944,42.0,44.0,17.0
945,42.0,43.0,18.0
946,42.0,44.0,19.0
947,43.0,44.0,18.0
948,43.0,43.0,17.0
949,42.0,42.0,17.0
950,42.0,43.0,19.0
951,44.0,44.0,19.0
952,44.0,44.0,18.0
953,42.0,45.0,16.0
954,41.0,45.0,17.0
955,42.0,44.0,18.0
956,42.0,43.0,17.0
957,42.0,43.0,17.0
958,43.0,45.0,17.0
959,43.0,45.0,18.0
960,44.0,45.0,16.0
961,43.0,44.0,16.0
962,42.0,45.0,17.0
963,41.0,43.0,16.0
964,41.0,42.0,16.0
965,42.0,42.0,17.0
966,44.0,43.0,18.0
967,44.0,43.0,18.0
968,44.0,45.0,18.0
969,44.0,45.0,16.0
970,43.0,44.0,15.0
971,42.0,43.0,16.0
972,43.0,43.0,16.0
973,45.0,43.0,16.0
974,43.0,44.0,16.0
975,44.0,45.0,16.0
976,44.0,45.0,16.0
977,43.0,43.0,15.0
978,43.0,40.0,14.0
979,43.0,40.0,16.0
980,43.0,41.0,17.0
981,44.0,44.0,18.0
