,ACC_wrist_x,ACC_wrist_y,ACC_wrist_z
191,-44.0,-19.0,9.0
192,-26.0,-25.0,12.0
193,-41.0,-16.0,9.0
194,-56.0,-8.0,8.0
195,-51.0,-4.0,4.0
196,-41.0,-2.0,7.0
197,-51.0,13.0,-1.0
198,-70.0,28.0,-9.0
199,-64.0,33.0,-8.0
200,-59.0,40.0,-8.0
201,-66.0,55.0,-9.0
202,-60.0,64.0,-7.0
203,-67.0,73.0,-9.0
204,-70.0,76.0,-8.0
205,-64.0,77.0,-4.0
206,-56.0,75.0,-2.0
207,-50.0,75.0,4.0
208,-43.0,71.0,8.0
209,-40.0,68.0,7.0
210,-37.0,63.0,6.0
211,-39.0,61.0,5.0
212,-39.0,57.0,4.0
213,-40.0,53.0,2.0
214,-41.0,52.0,3.0
215,-39.0,53.0,4.0
216,-38.0,52.0,4.0
217,-38.0,54.0,5.0
218,-38.0,57.0,7.0
219,-37.0,58.0,7.0
220,-37.0,59.0,7.0
221,-36.0,60.0,8.0
222,-34.0,61.0,8.0
223,-32.0,61.0,9.0
224,-31.0,61.0,10.0
225,-29.0,59.0,10.0
226,-27.0,57.0,10.0
227,-27.0,56.0,10.0
228,-26.0,54.0,9.0
229,-26.0,53.0,9.0
230,-26.0,53.0,9.0
231,-27.0,52.0,8.0
232,-27.0,53.0,8.0
233,-28.0,53.0,8.0
234,-29.0,54.0,7.0
235,-30.0,55.0,7.0
236,-31.0,57.0,7.0
237,-32.0,58.0,7.0
238,-33.0,58.0,7.0
239,-33.0,58.0,7.0
240,-33.0,59.0,9.0
241,-34.0,58.0,9.0
242,-34.0,58.0,9.0
243,-34.0,58.0,9.0
244,-34.0,57.0,9.0
245,-34.0,57.0,10.0
246,-33.0,58.0,10.0
247,-32.0,57.0,10.0
248,-32.0,57.0,10.0
249,-32.0,57.0,11.0
250,-31.0,58.0,11.0
251,-30.0,58.0,11.0
252,-29.0,58.0,11.0
253,-29.0,57.0,11.0
254,-29.0,56.0,11.0
255,-29.0,56.0,11.0
256,-27.0,57.0,11.0
257,-26.0,58.0,11.0
258,-25.0,59.0,10.0
259,-26.0,58.0,10.0
260,-27.0,56.0,8.0
261,-28.0,53.0,9.0
262,-28.0,53.0,9.0
263,-29.0,53.0,10.0
264,-29.0,54.0,10.0
265,-29.0,54.0,11.0
266,-29.0,56.0,12.0
267,-29.0,57.0,12.0
268,-29.0,59.0,11.0
269,-29.0,59.0,11.0
270,-27.0,57.0,10.0
271,-23.0,55.0,9.0
272,-20.0,54.0,9.0
273,-15.0,53.0,8.0
274,-12.0,55.0,7.0
275,-10.0,56.0,6.0
276,-8.0,61.0,4.0
277,-7.0,63.0,4.0
278,-2.0,65.0,4.0
279,-3.0,63.0,3.0
280,0.0,63.0,2.0
281,0.0,61.0,3.0
282,0.0,62.0,3.0
283,1.0,63.0,2.0
284,2.0,62.0,1.0
285,4.0,63.0,1.0
286,2.0,64.0,1.0
287,3.0,65.0,0.0
288,3.0,66.0,0.0
289,7.0,67.0,1.0
290,7.0,58.0,-3.0
291,11.0,65.0,-2.0
292,11.0,61.0,-3.0
293,11.0,57.0,-4.0
294,15.0,61.0,-7.0
295,14.0,56.0,-11.0
296,16.0,64.0,-13.0
297,19.0,66.0,-13.0
298,19.0,57.0,-19.0
299,21.0,62.0,-19.0
300,22.0,61.0,-16.0
301,18.0,61.0,-25.0
302,23.0,64.0,-23.0
303,22.0,57.0,-27.0
304,19.0,57.0,-29.0
305,22.0,58.0,-30.0
306,23.0,64.0,-22.0
307,54.0,68.0,0.0
308,44.0,51.0,-30.0
309,43.0,52.0,-17.0
310,10.0,46.0,-21.0
311,-7.0,42.0,-22.0
312,-20.0,43.0,-25.0
313,-19.0,50.0,-34.0
314,12.0,86.0,-39.0
315,28.0,82.0,-18.0
316,-16.0,59.0,-20.0
317,0.0,55.0,-28.0
318,-15.0,70.0,1.0
319,-6.0,65.0,-25.0
320,2.0,60.0,-2.0
321,-17.0,63.0,0.0
322,-31.0,65.0,6.0
323,-29.0,74.0,9.0
324,-23.0,66.0,7.0
325,-25.0,62.0,5.0
326,-35.0,59.0,12.0
327,-34.0,58.0,13.0
328,-23.0,57.0,11.0
329,-27.0,54.0,6.0
330,-30.0,55.0,6.0
331,-30.0,56.0,19.0
332,-31.0,53.0,21.0
333,-32.0,51.0,19.0
334,-31.0,53.0,25.0
335,-30.0,50.0,31.0
336,-45.0,38.0,33.0
337,-50.0,35.0,32.0
338,-51.0,39.0,30.0
339,-50.0,42.0,30.0
340,-48.0,41.0,29.0
341,-46.0,41.0,33.0
342,-47.0,38.0,31.0
343,-47.0,36.0,34.0
344,-45.0,33.0,35.0
345,-46.0,28.0,35.0
346,-45.0,24.0,34.0
347,-46.0,21.0,33.0
348,-50.0,15.0,36.0
349,-51.0,9.0,35.0
350,-57.0,0.0,38.0
351,-61.0,-7.0,33.0
352,-63.0,-7.0,32.0
353,-68.0,-15.0,30.0
354,-68.0,-13.0,29.0
355,-61.0,-9.0,25.0
356,-67.0,-8.0,25.0
357,-66.0,-8.0,21.0
358,-52.0,-15.0,16.0
359,-52.0,-9.0,25.0
360,-47.0,-2.0,34.0
361,-38.0,1.0,29.0
362,-37.0,6.0,35.0
363,-36.0,19.0,44.0
364,-29.0,23.0,49.0
365,-36.0,34.0,53.0
366,-25.0,35.0,50.0
367,-13.0,42.0,63.0
368,-45.0,23.0,39.0
369,-28.0,24.0,60.0
370,-31.0,14.0,62.0
371,-27.0,13.0,58.0
372,-29.0,17.0,60.0
373,-34.0,17.0,68.0
374,-34.0,15.0,61.0
375,-36.0,24.0,60.0
376,-40.0,16.0,62.0
377,-41.0,14.0,61.0
378,-34.0,4.0,51.0
379,-34.0,2.0,33.0
380,-43.0,1.0,33.0
381,-42.0,-14.0,36.0
382,-38.0,-13.0,46.0
383,-50.0,-20.0,25.0
384,-41.0,-27.0,50.0
385,-45.0,-33.0,46.0
386,-40.0,-33.0,53.0
387,-38.0,-32.0,50.0
388,-55.0,-20.0,43.0
389,-59.0,-9.0,55.0
390,-52.0,-7.0,48.0
391,-34.0,-8.0,36.0
392,-37.0,-9.0,23.0
393,-46.0,-8.0,33.0
394,-62.0,-13.0,27.0
395,-74.0,-11.0,20.0
396,-58.0,-11.0,27.0
397,-49.0,-9.0,24.0
398,-54.0,-12.0,-6.0
399,-53.0,-12.0,-30.0
400,-61.0,-10.0,-30.0
401,-66.0,-6.0,-33.0
402,-56.0,-7.0,-37.0
403,-56.0,-2.0,-38.0
404,-40.0,2.0,-20.0
405,-49.0,2.0,-31.0
406,-86.0,-8.0,-58.0
407,-91.0,-5.0,-53.0
408,-66.0,-10.0,-37.0
409,-57.0,-12.0,-32.0
410,-61.0,-16.0,-44.0
411,-47.0,-8.0,-20.0
412,-58.0,-12.0,-26.0
413,-55.0,-18.0,-41.0
414,-50.0,-20.0,-33.0
415,-47.0,-20.0,-30.0
416,-56.0,-23.0,-51.0
417,-54.0,-25.0,-45.0
418,-49.0,-22.0,-30.0
419,-52.0,-26.0,-33.0
420,-52.0,-28.0,-32.0
421,-43.0,-30.0,-33.0
422,-44.0,-31.0,-32.0
423,-42.0,-33.0,-28.0
424,-36.0,-36.0,-27.0
425,-38.0,-37.0,-29.0
426,-34.0,-36.0,-22.0
427,-38.0,-37.0,-20.0
428,-40.0,-41.0,-16.0
429,-40.0,-42.0,-17.0
430,-43.0,-43.0,-16.0
431,-39.0,-43.0,-22.0
432,-37.0,-44.0,-23.0
433,-42.0,-55.0,-28.0
434,-42.0,-47.0,-26.0
435,-41.0,-46.0,-23.0
436,-29.0,-51.0,-28.0
437,-30.0,-51.0,-31.0
438,-38.0,-53.0,-36.0
439,-38.0,-44.0,-29.0
440,-38.0,-41.0,-29.0
441,-36.0,-37.0,-29.0
442,-36.0,-37.0,-26.0
443,-36.0,-37.0,-22.0
444,-32.0,-48.0,-31.0
445,-36.0,-49.0,-32.0
446,-32.0,-48.0,-30.0
447,-33.0,-45.0,-32.0
448,-37.0,-43.0,-35.0
449,-35.0,-42.0,-29.0
450,-36.0,-43.0,-30.0
451,-36.0,-44.0,-32.0
452,-35.0,-44.0,-31.0
453,-35.0,-45.0,-33.0
454,-34.0,-45.0,-35.0
455,-34.0,-45.0,-33.0
456,-33.0,-45.0,-34.0
457,-34.0,-44.0,-36.0
458,-34.0,-43.0,-33.0
459,-34.0,-44.0,-33.0
460,-33.0,-45.0,-34.0
461,-30.0,-43.0,-32.0
462,-33.0,-42.0,-33.0
463,-34.0,-43.0,-34.0
464,-33.0,-43.0,-36.0
465,-35.0,-42.0,-36.0
466,-34.0,-42.0,-36.0
467,-34.0,-42.0,-38.0
468,-35.0,-42.0,-37.0
469,-35.0,-42.0,-36.0
470,-34.0,-42.0,-36.0
471,-34.0,-42.0,-36.0
472,-35.0,-42.0,-36.0
473,-33.0,-42.0,-35.0
474,-35.0,-42.0,-36.0
475,-34.0,-43.0,-36.0
476,-33.0,-43.0,-35.0
477,-34.0,-43.0,-37.0
478,-33.0,-42.0,-36.0
479,-33.0,-42.0,-37.0
480,-33.0,-42.0,-37.0
481,-33.0,-42.0,-36.0
482,-33.0,-42.0,-36.0
483,-33.0,-42.0,-36.0
484,-34.0,-42.0,-37.0
485,-33.0,-42.0,-35.0
486,-34.0,-42.0,-36.0
487,-34.0,-41.0,-36.0
488,-33.0,-41.0,-36.0
489,-34.0,-42.0,-37.0
490,-34.0,-41.0,-37.0
491,-33.0,-41.0,-36.0
492,-35.0,-41.0,-37.0
493,-35.0,-40.0,-37.0
494,-35.0,-40.0,-37.0
495,-35.0,-40.0,-37.0
496,-35.0,-41.0,-37.0
497,-35.0,-41.0,-37.0
498,-35.0,-41.0,-38.0
499,-34.0,-41.0,-37.0
500,-35.0,-40.0,-37.0
501,-34.0,-40.0,-36.0
502,-34.0,-41.0,-36.0
503,-33.0,-40.0,-38.0
504,-33.0,-40.0,-39.0
505,-33.0,-41.0,-39.0
506,-33.0,-42.0,-38.0
507,-33.0,-42.0,-38.0
508,-32.0,-41.0,-36.0
509,-33.0,-42.0,-37.0
510,-33.0,-42.0,-37.0
511,-33.0,-42.0,-37.0
512,-33.0,-41.0,-37.0
513,-33.0,-41.0,-38.0
514,-33.0,-41.0,-37.0
515,-33.0,-41.0,-37.0
516,-33.0,-41.0,-38.0
517,-34.0,-41.0,-38.0
518,-34.0,-41.0,-38.0
519,-34.0,-40.0,-38.0
520,-35.0,-41.0,-37.0
521,-35.0,-41.0,-38.0
522,-34.0,-41.0,-37.0
523,-35.0,-41.0,-37.0
524,-34.0,-41.0,-37.0
525,-34.0,-41.0,-37.0
526,-32.0,-41.0,-36.0
527,-32.0,-41.0,-37.0
528,-31.0,-41.0,-37.0
529,-31.0,-41.0,-38.0
530,-33.0,-41.0,-36.0
531,-34.0,-42.0,-36.0
532,-35.0,-41.0,-36.0
533,-37.0,-41.0,-36.0
534,-37.0,-41.0,-37.0
535,-36.0,-41.0,-37.0
536,-36.0,-41.0,-37.0
537,-36.0,-41.0,-38.0
538,-36.0,-40.0,-38.0
539,-35.0,-40.0,-38.0
540,-34.0,-40.0,-38.0
541,-35.0,-40.0,-37.0
542,-34.0,-40.0,-38.0
543,-34.0,-40.0,-37.0
544,-34.0,-38.0,-36.0
545,-33.0,-38.0,-37.0
546,-34.0,-39.0,-38.0
547,-34.0,-40.0,-38.0
548,-35.0,-40.0,-39.0
549,-36.0,-40.0,-39.0
550,-36.0,-39.0,-38.0
551,-34.0,-40.0,-38.0
552,-34.0,-40.0,-38.0
553,-33.0,-40.0,-37.0
554,-32.0,-41.0,-38.0
555,-33.0,-41.0,-39.0
556,-34.0,-40.0,-38.0
557,-33.0,-40.0,-37.0
558,-32.0,-40.0,-37.0
559,-34.0,-39.0,-38.0
560,-36.0,-39.0,-39.0
561,-36.0,-39.0,-38.0
562,-37.0,-40.0,-37.0
563,-36.0,-39.0,-36.0
564,-37.0,-39.0,-37.0
565,-36.0,-39.0,-38.0
566,-37.0,-38.0,-38.0
567,-36.0,-38.0,-38.0
568,-36.0,-37.0,-38.0
569,-37.0,-37.0,-37.0
570,-37.0,-38.0,-38.0
571,-37.0,-39.0,-37.0
572,-36.0,-38.0,-38.0
573,-36.0,-38.0,-38.0
574,-35.0,-38.0,-38.0
575,-35.0,-38.0,-38.0
576,-36.0,-38.0,-39.0
577,-35.0,-38.0,-38.0
578,-35.0,-38.0,-38.0
579,-36.0,-38.0,-39.0
580,-36.0,-38.0,-39.0
581,-36.0,-38.0,-39.0
582,-36.0,-38.0,-39.0
583,-37.0,-38.0,-39.0
584,-36.0,-39.0,-39.0
585,-35.0,-39.0,-38.0
586,-35.0,-38.0,-38.0
587,-35.0,-39.0,-38.0
588,-35.0,-38.0,-38.0
589,-35.0,-38.0,-38.0
590,-35.0,-38.0,-38.0
591,-36.0,-38.0,-38.0
592,-35.0,-38.0,-38.0
593,-34.0,-39.0,-39.0
594,-35.0,-38.0,-38.0
595,-36.0,-38.0,-38.0
596,-37.0,-37.0,-37.0
597,-37.0,-38.0,-37.0
598,-37.0,-38.0,-37.0
599,-37.0,-38.0,-38.0
600,-36.0,-38.0,-38.0
601,-35.0,-38.0,-39.0
602,-35.0,-38.0,-39.0
603,-35.0,-37.0,-39.0
604,-35.0,-38.0,-39.0
605,-35.0,-37.0,-39.0
606,-37.0,-37.0,-39.0
607,-37.0,-37.0,-40.0
608,-37.0,-37.0,-39.0
609,-37.0,-37.0,-39.0
610,-36.0,-37.0,-39.0
611,-36.0,-38.0,-40.0
612,-36.0,-37.0,-39.0
613,-36.0,-37.0,-39.0
614,-36.0,-37.0,-39.0
615,-38.0,-37.0,-40.0
616,-35.0,-37.0,-37.0
617,-34.0,-37.0,-38.0
618,-34.0,-37.0,-38.0
619,-35.0,-37.0,-39.0
620,-35.0,-37.0,-40.0
621,-35.0,-38.0,-41.0
622,-36.0,-37.0,-40.0
623,-36.0,-38.0,-41.0
624,-35.0,-37.0,-40.0
625,-35.0,-37.0,-40.0
626,-35.0,-36.0,-40.0
627,-36.0,-37.0,-40.0
628,-36.0,-36.0,-39.0
629,-37.0,-36.0,-40.0
630,-36.0,-37.0,-39.0
631,-37.0,-37.0,-39.0
632,-37.0,-37.0,-40.0
633,-37.0,-37.0,-40.0
634,-36.0,-37.0,-39.0
635,-35.0,-37.0,-39.0
636,-37.0,-37.0,-40.0
637,-35.0,-37.0,-38.0
638,-35.0,-36.0,-38.0
639,-34.0,-37.0,-38.0
640,-35.0,-36.0,-38.0
641,-35.0,-37.0,-40.0
642,-35.0,-37.0,-40.0
643,-36.0,-37.0,-40.0
644,-35.0,-36.0,-40.0
645,-35.0,-37.0,-40.0
646,-35.0,-36.0,-41.0
647,-36.0,-36.0,-40.0
648,-36.0,-36.0,-40.0
649,-35.0,-36.0,-40.0
650,-36.0,-36.0,-40.0
651,-36.0,-36.0,-40.0
652,-36.0,-36.0,-40.0
653,-37.0,-37.0,-40.0
654,-37.0,-36.0,-40.0
655,-37.0,-36.0,-40.0
656,-37.0,-36.0,-40.0
657,-36.0,-36.0,-39.0
658,-36.0,-36.0,-40.0
659,-35.0,-37.0,-40.0
660,-35.0,-36.0,-40.0
661,-36.0,-36.0,-41.0
662,-35.0,-36.0,-41.0
663,-34.0,-36.0,-40.0
664,-36.0,-36.0,-40.0
665,-36.0,-36.0,-40.0
666,-35.0,-36.0,-40.0
667,-35.0,-36.0,-40.0
668,-34.0,-36.0,-39.0
669,-32.0,-36.0,-39.0
670,-38.0,-36.0,-43.0
671,-38.0,-36.0,-43.0
672,-36.0,-36.0,-41.0
673,-35.0,-36.0,-41.0
674,-34.0,-36.0,-41.0
675,-34.0,-36.0,-41.0
676,-34.0,-36.0,-41.0
677,-35.0,-36.0,-41.0
678,-35.0,-36.0,-40.0
679,-34.0,-36.0,-40.0
680,-35.0,-36.0,-40.0
681,-35.0,-36.0,-41.0
682,-35.0,-36.0,-40.0
683,-35.0,-36.0,-41.0
684,-35.0,-36.0,-42.0
685,-35.0,-36.0,-41.0
686,-35.0,-36.0,-41.0
687,-35.0,-36.0,-41.0
688,-35.0,-36.0,-41.0
689,-35.0,-36.0,-41.0
690,-34.0,-36.0,-40.0
691,-35.0,-36.0,-41.0
692,-35.0,-36.0,-41.0
693,-35.0,-36.0,-41.0
694,-35.0,-36.0,-42.0
695,-35.0,-36.0,-41.0
696,-35.0,-36.0,-41.0
697,-35.0,-36.0,-41.0
698,-35.0,-36.0,-41.0
699,-34.0,-36.0,-41.0
700,-35.0,-36.0,-41.0
701,-34.0,-36.0,-41.0
702,-34.0,-36.0,-41.0
703,-35.0,-36.0,-42.0
704,-35.0,-36.0,-41.0
705,-35.0,-36.0,-41.0
706,-35.0,-36.0,-41.0
707,-35.0,-36.0,-41.0
708,-35.0,-36.0,-41.0
709,-35.0,-36.0,-41.0
710,-35.0,-36.0,-41.0
711,-35.0,-36.0,-41.0
712,-35.0,-36.0,-41.0
713,-35.0,-36.0,-41.0
714,-35.0,-36.0,-41.0
715,-35.0,-36.0,-41.0
716,-35.0,-36.0,-41.0
717,-35.0,-36.0,-41.0
718,-35.0,-36.0,-41.0
719,-34.0,-36.0,-40.0
720,-35.0,-36.0,-40.0
721,-35.0,-36.0,-41.0
722,-35.0,-36.0,-41.0
723,-35.0,-37.0,-41.0
724,-35.0,-36.0,-40.0
725,-35.0,-36.0,-40.0
726,-36.0,-36.0,-41.0
727,-36.0,-36.0,-40.0
728,-36.0,-36.0,-40.0
729,-36.0,-36.0,-40.0
730,-36.0,-36.0,-40.0
731,-36.0,-37.0,-40.0
732,-36.0,-37.0,-40.0
733,-36.0,-37.0,-40.0
734,-36.0,-37.0,-41.0
735,-34.0,-37.0,-40.0
736,-36.0,-37.0,-41.0
737,-37.0,-38.0,-41.0
738,-37.0,-38.0,-40.0
739,-34.0,-37.0,-39.0
740,-37.0,-38.0,-40.0
741,-38.0,-39.0,-40.0
742,-38.0,-39.0,-40.0
743,-37.0,-40.0,-40.0
744,-36.0,-40.0,-46.0
745,-32.0,-40.0,-36.0
746,-27.0,-41.0,-34.0
747,-25.0,-42.0,-35.0
748,-28.0,-43.0,-36.0
749,-31.0,-44.0,-35.0
750,-33.0,-44.0,-36.0
751,-32.0,-44.0,-37.0
752,-29.0,-43.0,-34.0
753,-29.0,-45.0,-36.0
754,-31.0,-46.0,-38.0
755,-28.0,-45.0,-34.0
756,-27.0,-45.0,-36.0
757,-26.0,-47.0,-36.0
758,-25.0,-48.0,-35.0
759,-18.0,-49.0,-33.0
760,-21.0,-49.0,-38.0
761,-25.0,-49.0,-40.0
762,-16.0,-49.0,-35.0
763,-16.0,-50.0,-36.0
764,-20.0,-51.0,-38.0
765,-17.0,-50.0,-32.0
766,-16.0,-50.0,-31.0
767,-15.0,-51.0,-30.0
768,-17.0,-51.0,-29.0
769,-16.0,-51.0,-29.0
770,-15.0,-51.0,-29.0
771,-17.0,-51.0,-30.0
772,-19.0,-52.0,-37.0
773,-20.0,-51.0,-39.0
774,-19.0,-50.0,-38.0
775,-19.0,-51.0,-36.0
776,-21.0,-50.0,-35.0
777,-22.0,-51.0,-37.0
778,-22.0,-50.0,-33.0
779,-23.0,-49.0,-31.0
780,-24.0,-51.0,-33.0
781,-22.0,-51.0,-32.0
782,-25.0,-50.0,-32.0
783,-26.0,-50.0,-32.0
784,-26.0,-50.0,-32.0
785,-26.0,-50.0,-31.0
786,-26.0,-50.0,-30.0
787,-27.0,-50.0,-32.0
788,-26.0,-50.0,-30.0
789,-26.0,-50.0,-29.0
790,-27.0,-50.0,-31.0
791,-26.0,-50.0,-31.0
792,-27.0,-51.0,-30.0
793,-28.0,-50.0,-28.0
794,-28.0,-50.0,-29.0
795,-29.0,-49.0,-25.0
796,-31.0,-50.0,-27.0
797,-32.0,-51.0,-27.0
798,-33.0,-49.0,-25.0
799,-33.0,-49.0,-26.0
800,-32.0,-50.0,-25.0
801,-32.0,-50.0,-25.0
802,-31.0,-50.0,-24.0
803,-31.0,-49.0,-25.0
804,-31.0,-50.0,-26.0
805,-29.0,-50.0,-28.0
806,-28.0,-51.0,-28.0
807,-27.0,-51.0,-29.0
808,-28.0,-50.0,-31.0
809,-27.0,-50.0,-31.0
810,-27.0,-49.0,-30.0
811,-28.0,-50.0,-31.0
812,-27.0,-49.0,-31.0
813,-26.0,-49.0,-29.0
814,-26.0,-50.0,-30.0
815,-25.0,-50.0,-31.0
816,-26.0,-51.0,-32.0
817,-25.0,-50.0,-33.0
818,-22.0,-50.0,-31.0
819,-21.0,-49.0,-31.0
820,-15.0,-52.0,-28.0
821,-18.0,-50.0,-26.0
822,-21.0,-45.0,-26.0
823,-27.0,-45.0,-34.0
824,-31.0,-42.0,-35.0
825,-32.0,-53.0,-37.0
826,-31.0,-45.0,-31.0
827,-24.0,-47.0,-34.0
828,-22.0,-46.0,-40.0
829,-23.0,-43.0,-39.0
830,-29.0,-45.0,-45.0
831,-27.0,-45.0,-44.0
832,-27.0,-48.0,-44.0
833,-28.0,-47.0,-37.0
834,-28.0,-45.0,-38.0
835,-26.0,-43.0,-38.0
836,-26.0,-43.0,-39.0
837,-25.0,-44.0,-40.0
838,-25.0,-44.0,-39.0
839,-25.0,-45.0,-38.0
840,-24.0,-44.0,-38.0
841,-24.0,-44.0,-40.0
842,-24.0,-44.0,-41.0
843,-23.0,-45.0,-44.0
844,-23.0,-45.0,-43.0
845,-21.0,-45.0,-43.0
846,-21.0,-45.0,-43.0
847,-21.0,-46.0,-42.0
848,-22.0,-45.0,-40.0
849,-22.0,-43.0,-40.0
850,-26.0,-43.0,-40.0
851,-28.0,-43.0,-39.0
852,-23.0,-45.0,-39.0
