,ACC_wrist_x,ACC_wrist_y,ACC_wrist_z
93,52.0,35.0,5.0
94,52.0,35.0,6.0
95,52.0,36.0,5.0
96,52.0,36.0,5.0
97,52.0,36.0,5.0
98,53.0,36.0,5.0
99,52.0,36.0,5.0
100,52.0,35.0,5.0
101,52.0,36.0,5.0
102,52.0,36.0,4.0
103,52.0,36.0,5.0
104,52.0,35.0,5.0
105,53.0,35.0,5.0
106,52.0,36.0,5.0
107,53.0,36.0,5.0
108,52.0,36.0,5.0
109,52.0,36.0,5.0
110,52.0,36.0,5.0
111,52.0,36.0,4.0
112,52.0,36.0,4.0
113,52.0,36.0,4.0
114,52.0,36.0,5.0
115,52.0,36.0,5.0
116,52.0,36.0,5.0
117,52.0,36.0,5.0
118,51.0,36.0,4.0
119,52.0,36.0,5.0
120,52.0,36.0,5.0
121,53.0,36.0,5.0
122,53.0,36.0,5.0
123,52.0,36.0,5.0
124,52.0,36.0,5.0
125,52.0,36.0,5.0
126,52.0,36.0,5.0
127,52.0,36.0,5.0
128,52.0,36.0,5.0
129,52.0,36.0,5.0
130,52.0,36.0,5.0
131,52.0,36.0,5.0
132,52.0,36.0,5.0
133,52.0,36.0,5.0
134,52.0,36.0,5.0
135,52.0,36.0,6.0
136,52.0,36.0,6.0
137,52.0,36.0,5.0
138,52.0,36.0,5.0
139,52.0,36.0,5.0
140,52.0,36.0,5.0
141,52.0,36.0,5.0
142,52.0,36.0,6.0
143,52.0,36.0,6.0
144,52.0,36.0,5.0
145,51.0,36.0,5.0
146,52.0,36.0,5.0
147,52.0,36.0,5.0
148,52.0,36.0,5.0
149,53.0,37.0,5.0
150,53.0,36.0,5.0
151,52.0,35.0,5.0
152,52.0,36.0,5.0
153,52.0,35.0,5.0
154,52.0,35.0,5.0
155,52.0,36.0,5.0
156,52.0,36.0,4.0
157,52.0,36.0,4.0
158,52.0,36.0,5.0
159,52.0,37.0,5.0
160,53.0,36.0,5.0
161,53.0,36.0,5.0
162,52.0,36.0,5.0
163,53.0,36.0,5.0
164,52.0,36.0,5.0
165,52.0,35.0,5.0
166,50.0,35.0,4.0
167,51.0,35.0,5.0
168,50.0,35.0,5.0
169,50.0,35.0,5.0
170,51.0,35.0,5.0
171,51.0,35.0,4.0
172,52.0,34.0,4.0
173,52.0,33.0,4.0
174,50.0,33.0,5.0
175,50.0,32.0,6.0
176,47.0,29.0,7.0
177,43.0,23.0,5.0
178,43.0,20.0,3.0
179,46.0,15.0,-1.0
180,45.0,15.0,-3.0
181,49.0,19.0,-2.0
182,49.0,15.0,-5.0
183,54.0,12.0,-5.0
184,60.0,10.0,0.0
185,54.0,7.0,0.0
186,44.0,-2.0,-16.0
187,67.0,-8.0,-11.0
188,68.0,-10.0,-7.0
189,39.0,-17.0,-20.0
190,51.0,-26.0,-26.0
191,70.0,-30.0,-16.0
192,65.0,-35.0,-8.0
193,47.0,-39.0,-13.0
194,48.0,-51.0,-15.0
195,62.0,-58.0,-9.0
196,66.0,-67.0,-4.0
197,54.0,-72.0,-6.0
198,60.0,-72.0,-1.0
199,62.0,-65.0,4.0
200,57.0,-60.0,3.0
201,56.0,-55.0,7.0
202,41.0,-51.0,8.0
203,38.0,-50.0,12.0
204,34.0,-49.0,13.0
205,31.0,-51.0,11.0
206,28.0,-57.0,14.0
207,25.0,-61.0,12.0
208,25.0,-61.0,11.0
209,24.0,-58.0,10.0
210,23.0,-58.0,10.0
211,23.0,-57.0,8.0
212,24.0,-57.0,7.0
213,24.0,-57.0,7.0
214,25.0,-56.0,6.0
215,26.0,-56.0,6.0
216,25.0,-56.0,7.0
217,25.0,-55.0,7.0
218,26.0,-55.0,7.0
219,26.0,-56.0,8.0
220,26.0,-56.0,9.0
221,25.0,-57.0,9.0
222,25.0,-56.0,10.0
223,25.0,-56.0,10.0
224,24.0,-56.0,10.0
225,24.0,-57.0,10.0
226,25.0,-56.0,11.0
227,25.0,-56.0,11.0
228,24.0,-57.0,11.0
229,25.0,-57.0,10.0
230,26.0,-56.0,10.0
231,26.0,-56.0,9.0
232,25.0,-57.0,9.0
233,25.0,-57.0,8.0
234,25.0,-57.0,9.0
235,26.0,-57.0,8.0
236,25.0,-57.0,8.0
237,25.0,-56.0,8.0
238,25.0,-56.0,9.0
239,25.0,-57.0,8.0
240,26.0,-57.0,8.0
241,26.0,-56.0,9.0
242,26.0,-56.0,8.0
243,26.0,-56.0,9.0
244,26.0,-56.0,9.0
245,26.0,-56.0,9.0
246,26.0,-56.0,9.0
247,26.0,-56.0,9.0
248,26.0,-56.0,9.0
249,26.0,-56.0,9.0
250,26.0,-56.0,9.0
251,26.0,-56.0,9.0
252,26.0,-56.0,9.0
253,26.0,-56.0,9.0
254,25.0,-56.0,9.0
255,26.0,-56.0,9.0
256,26.0,-56.0,9.0
257,26.0,-56.0,9.0
258,26.0,-56.0,9.0
259,26.0,-57.0,9.0
260,25.0,-57.0,9.0
261,26.0,-57.0,9.0
262,25.0,-57.0,9.0
263,25.0,-57.0,9.0
264,25.0,-57.0,9.0
265,25.0,-57.0,9.0
266,25.0,-57.0,9.0
267,26.0,-56.0,9.0
268,25.0,-57.0,9.0
269,25.0,-56.0,9.0
270,25.0,-56.0,9.0
271,25.0,-56.0,9.0
272,25.0,-57.0,9.0
273,25.0,-56.0,8.0
274,25.0,-57.0,8.0
275,25.0,-56.0,8.0
276,25.0,-57.0,8.0
277,25.0,-57.0,8.0
278,25.0,-56.0,8.0
279,25.0,-56.0,9.0
280,25.0,-57.0,9.0
281,25.0,-57.0,9.0
282,26.0,-57.0,9.0
283,25.0,-57.0,9.0
284,25.0,-57.0,9.0
285,25.0,-57.0,9.0
286,25.0,-57.0,9.0
287,25.0,-57.0,9.0
288,25.0,-57.0,9.0
289,25.0,-57.0,9.0
290,25.0,-57.0,9.0
291,25.0,-57.0,9.0
292,25.0,-57.0,9.0
293,25.0,-57.0,9.0
294,25.0,-56.0,8.0
295,25.0,-56.0,8.0
296,25.0,-56.0,8.0
297,25.0,-56.0,8.0
298,25.0,-56.0,8.0
299,25.0,-56.0,9.0
300,25.0,-56.0,9.0
301,25.0,-56.0,9.0
302,25.0,-56.0,9.0
303,25.0,-56.0,9.0
304,25.0,-57.0,9.0
305,25.0,-56.0,9.0
306,25.0,-57.0,9.0
307,25.0,-56.0,9.0
308,25.0,-56.0,9.0
309,25.0,-57.0,9.0
310,25.0,-56.0,9.0
311,25.0,-56.0,9.0
312,25.0,-57.0,9.0
313,25.0,-57.0,9.0
314,25.0,-57.0,9.0
315,25.0,-57.0,9.0
316,25.0,-56.0,9.0
317,25.0,-56.0,9.0
318,25.0,-57.0,9.0
319,25.0,-56.0,9.0
320,25.0,-57.0,9.0
321,25.0,-57.0,9.0
322,25.0,-56.0,9.0
323,25.0,-56.0,9.0
324,25.0,-56.0,9.0
325,25.0,-57.0,9.0
326,25.0,-57.0,9.0
327,25.0,-57.0,9.0
328,25.0,-56.0,9.0
329,25.0,-57.0,9.0
330,25.0,-56.0,9.0
331,25.0,-57.0,9.0
332,25.0,-57.0,9.0
333,25.0,-57.0,9.0
334,25.0,-57.0,9.0
335,25.0,-57.0,9.0
336,25.0,-57.0,9.0
337,25.0,-57.0,9.0
338,25.0,-56.0,9.0
339,25.0,-57.0,8.0
340,25.0,-57.0,9.0
341,25.0,-56.0,9.0
342,25.0,-57.0,9.0
343,25.0,-57.0,9.0
344,26.0,-57.0,9.0
345,25.0,-56.0,9.0
346,25.0,-57.0,9.0
347,25.0,-57.0,9.0
348,25.0,-56.0,9.0
349,25.0,-57.0,9.0
350,25.0,-57.0,9.0
351,25.0,-57.0,9.0
352,25.0,-56.0,9.0
353,25.0,-57.0,9.0
354,25.0,-57.0,9.0
355,25.0,-56.0,8.0
356,25.0,-57.0,9.0
357,24.0,-57.0,9.0
358,25.0,-57.0,8.0
359,25.0,-57.0,8.0
360,25.0,-57.0,8.0
361,25.0,-57.0,8.0
362,25.0,-57.0,8.0
363,25.0,-57.0,8.0
364,25.0,-57.0,8.0
365,25.0,-57.0,8.0
366,25.0,-57.0,9.0
367,25.0,-56.0,8.0
368,25.0,-57.0,8.0
369,24.0,-57.0,8.0
370,25.0,-57.0,8.0
371,25.0,-57.0,8.0
372,25.0,-57.0,8.0
373,25.0,-57.0,8.0
374,25.0,-57.0,8.0
375,25.0,-58.0,8.0
376,25.0,-57.0,8.0
377,25.0,-57.0,8.0
378,25.0,-57.0,9.0
379,25.0,-57.0,8.0
380,26.0,-57.0,8.0
381,26.0,-57.0,8.0
382,25.0,-57.0,8.0
383,25.0,-57.0,8.0
384,25.0,-56.0,8.0
385,25.0,-57.0,8.0
386,25.0,-57.0,8.0
387,25.0,-57.0,8.0
388,25.0,-57.0,8.0
389,25.0,-57.0,8.0
390,25.0,-57.0,8.0
391,25.0,-57.0,8.0
392,25.0,-57.0,8.0
393,25.0,-57.0,8.0
394,24.0,-57.0,9.0
395,24.0,-57.0,9.0
396,25.0,-57.0,9.0
397,25.0,-57.0,9.0
398,25.0,-57.0,9.0
399,25.0,-57.0,9.0
400,25.0,-56.0,9.0
401,25.0,-57.0,9.0
402,25.0,-57.0,9.0
403,25.0,-57.0,9.0
404,25.0,-57.0,9.0
405,25.0,-56.0,9.0
406,25.0,-57.0,9.0
407,25.0,-56.0,9.0
408,25.0,-56.0,9.0
409,25.0,-57.0,8.0
410,25.0,-57.0,8.0
411,25.0,-56.0,8.0
412,25.0,-56.0,8.0
413,25.0,-56.0,9.0
414,25.0,-57.0,8.0
415,25.0,-57.0,9.0
416,25.0,-57.0,9.0
417,25.0,-57.0,9.0
418,25.0,-56.0,9.0
419,25.0,-57.0,9.0
420,25.0,-57.0,9.0
421,25.0,-57.0,8.0
422,25.0,-57.0,8.0
423,26.0,-57.0,9.0
424,25.0,-56.0,9.0
425,25.0,-57.0,9.0
426,25.0,-57.0,9.0
427,25.0,-57.0,9.0
428,25.0,-57.0,9.0
429,25.0,-57.0,9.0
430,25.0,-57.0,9.0
431,25.0,-56.0,9.0
432,25.0,-57.0,9.0
433,25.0,-57.0,9.0
434,25.0,-57.0,9.0
435,25.0,-57.0,9.0
436,25.0,-56.0,9.0
437,25.0,-57.0,8.0
438,25.0,-56.0,9.0
439,25.0,-56.0,9.0
440,26.0,-56.0,9.0
441,25.0,-57.0,8.0
442,25.0,-56.0,9.0
443,25.0,-57.0,9.0
444,25.0,-56.0,9.0
445,25.0,-57.0,9.0
446,25.0,-57.0,9.0
447,25.0,-57.0,9.0
448,25.0,-57.0,9.0
449,25.0,-56.0,9.0
450,25.0,-57.0,9.0
451,25.0,-57.0,9.0
452,25.0,-57.0,9.0
453,26.0,-57.0,9.0
454,25.0,-57.0,9.0
455,25.0,-57.0,9.0
456,25.0,-57.0,9.0
457,25.0,-57.0,9.0
458,25.0,-57.0,9.0
459,25.0,-57.0,9.0
460,25.0,-57.0,9.0
461,25.0,-57.0,9.0
462,25.0,-57.0,9.0
463,25.0,-57.0,9.0
464,25.0,-57.0,9.0
465,25.0,-57.0,9.0
466,25.0,-57.0,9.0
467,25.0,-57.0,9.0
468,25.0,-57.0,9.0
469,25.0,-57.0,9.0
470,25.0,-57.0,9.0
471,25.0,-57.0,9.0
472,25.0,-57.0,8.0
473,25.0,-57.0,9.0
474,25.0,-56.0,9.0
475,25.0,-57.0,9.0
476,25.0,-57.0,9.0
477,25.0,-57.0,9.0
478,25.0,-57.0,9.0
479,25.0,-57.0,9.0
480,25.0,-57.0,8.0
481,25.0,-57.0,8.0
482,25.0,-57.0,9.0
483,25.0,-57.0,9.0
484,25.0,-57.0,9.0
485,25.0,-57.0,9.0
486,25.0,-57.0,9.0
487,25.0,-57.0,9.0
488,25.0,-57.0,9.0
489,25.0,-57.0,8.0
490,25.0,-57.0,8.0
491,25.0,-57.0,9.0
492,25.0,-57.0,8.0
493,25.0,-57.0,8.0
494,25.0,-57.0,8.0
495,25.0,-56.0,8.0
496,25.0,-56.0,8.0
497,26.0,-57.0,8.0
498,25.0,-57.0,9.0
499,25.0,-57.0,8.0
500,25.0,-56.0,9.0
501,25.0,-56.0,8.0
502,25.0,-57.0,9.0
503,25.0,-56.0,9.0
504,25.0,-57.0,9.0
505,25.0,-57.0,8.0
506,25.0,-57.0,8.0
507,25.0,-57.0,9.0
508,25.0,-57.0,9.0
509,25.0,-57.0,9.0
510,26.0,-56.0,9.0
511,25.0,-56.0,9.0
512,25.0,-57.0,9.0
513,25.0,-57.0,8.0
514,25.0,-57.0,8.0
515,25.0,-57.0,8.0
516,25.0,-57.0,8.0
517,25.0,-56.0,8.0
518,25.0,-56.0,9.0
519,25.0,-56.0,9.0
520,25.0,-56.0,9.0
521,26.0,-57.0,9.0
522,26.0,-57.0,8.0
523,26.0,-57.0,9.0
524,26.0,-57.0,9.0
525,26.0,-56.0,8.0
526,26.0,-57.0,9.0
527,25.0,-56.0,9.0
528,25.0,-57.0,8.0
529,26.0,-57.0,8.0
530,25.0,-57.0,8.0
531,25.0,-56.0,8.0
532,25.0,-56.0,8.0
533,25.0,-57.0,8.0
534,25.0,-56.0,8.0
535,26.0,-56.0,9.0
536,26.0,-56.0,9.0
537,25.0,-56.0,8.0
538,25.0,-56.0,8.0
539,26.0,-56.0,8.0
540,25.0,-57.0,8.0
541,25.0,-57.0,9.0
542,26.0,-57.0,9.0
543,25.0,-57.0,8.0
544,25.0,-57.0,9.0
545,25.0,-56.0,9.0
546,26.0,-56.0,9.0
547,26.0,-57.0,9.0
548,26.0,-56.0,8.0
549,26.0,-56.0,8.0
550,26.0,-57.0,8.0
551,25.0,-56.0,8.0
552,25.0,-56.0,8.0
553,25.0,-56.0,8.0
554,25.0,-56.0,8.0
555,26.0,-56.0,8.0
556,26.0,-56.0,8.0
557,26.0,-56.0,8.0
558,26.0,-56.0,8.0
559,26.0,-56.0,8.0
560,26.0,-56.0,9.0
561,26.0,-56.0,8.0
562,25.0,-56.0,9.0
563,26.0,-56.0,8.0
564,26.0,-56.0,9.0
565,25.0,-56.0,8.0
566,25.0,-57.0,9.0
567,26.0,-57.0,9.0
568,26.0,-57.0,9.0
569,25.0,-56.0,8.0
570,25.0,-57.0,9.0
571,25.0,-56.0,8.0
572,26.0,-57.0,8.0
573,26.0,-56.0,9.0
574,26.0,-56.0,8.0
575,26.0,-56.0,8.0
576,26.0,-56.0,8.0
577,26.0,-56.0,8.0
578,26.0,-56.0,8.0
579,26.0,-56.0,8.0
580,25.0,-56.0,8.0
581,25.0,-56.0,8.0
582,25.0,-56.0,8.0
583,25.0,-56.0,8.0
584,26.0,-57.0,8.0
585,26.0,-56.0,8.0
586,25.0,-56.0,8.0
587,26.0,-57.0,8.0
588,26.0,-56.0,8.0
589,26.0,-57.0,8.0
590,26.0,-56.0,8.0
591,26.0,-57.0,8.0
592,26.0,-56.0,8.0
593,26.0,-56.0,8.0
594,26.0,-56.0,8.0
595,26.0,-56.0,8.0
596,26.0,-57.0,8.0
597,26.0,-56.0,8.0
598,26.0,-56.0,8.0
599,26.0,-56.0,9.0
600,26.0,-56.0,8.0
601,26.0,-57.0,8.0
602,25.0,-56.0,8.0
603,25.0,-56.0,8.0
604,26.0,-56.0,8.0
605,26.0,-56.0,8.0
606,26.0,-56.0,8.0
607,26.0,-56.0,8.0
608,26.0,-56.0,8.0
609,26.0,-56.0,8.0
610,26.0,-56.0,8.0
611,26.0,-56.0,8.0
612,26.0,-56.0,8.0
613,26.0,-57.0,8.0
614,26.0,-57.0,8.0
615,25.0,-56.0,8.0
616,25.0,-57.0,8.0
617,25.0,-57.0,8.0
618,25.0,-57.0,8.0
619,26.0,-57.0,8.0
620,25.0,-57.0,8.0
621,25.0,-56.0,9.0
622,25.0,-56.0,9.0
623,26.0,-57.0,8.0
624,25.0,-57.0,8.0
625,25.0,-56.0,8.0
626,26.0,-56.0,8.0
627,25.0,-57.0,7.0
628,25.0,-57.0,8.0
629,25.0,-57.0,8.0
630,24.0,-57.0,8.0
631,25.0,-57.0,8.0
632,24.0,-57.0,8.0
633,24.0,-57.0,8.0
634,24.0,-57.0,8.0
635,25.0,-57.0,9.0
636,26.0,-57.0,8.0
637,26.0,-57.0,9.0
638,26.0,-57.0,9.0
639,26.0,-56.0,9.0
640,26.0,-56.0,9.0
641,26.0,-56.0,8.0
642,26.0,-56.0,8.0
643,26.0,-57.0,8.0
644,25.0,-56.0,8.0
645,25.0,-57.0,8.0
646,25.0,-57.0,8.0
647,25.0,-57.0,8.0
648,25.0,-57.0,8.0
649,24.0,-57.0,8.0
650,24.0,-57.0,8.0
651,24.0,-57.0,8.0
652,25.0,-57.0,9.0
653,25.0,-57.0,9.0
654,25.0,-56.0,9.0
655,25.0,-57.0,9.0
656,26.0,-57.0,9.0
657,26.0,-56.0,9.0
658,26.0,-56.0,8.0
659,26.0,-56.0,8.0
660,26.0,-57.0,8.0
661,26.0,-56.0,8.0
662,26.0,-56.0,9.0
663,26.0,-56.0,8.0
664,26.0,-56.0,9.0
665,26.0,-56.0,9.0
666,25.0,-57.0,8.0
667,25.0,-57.0,9.0
668,25.0,-56.0,9.0
669,25.0,-57.0,9.0
670,25.0,-57.0,9.0
671,25.0,-56.0,9.0
672,26.0,-56.0,9.0
673,26.0,-56.0,8.0
674,26.0,-56.0,8.0
675,26.0,-56.0,8.0
676,26.0,-56.0,8.0
677,26.0,-56.0,8.0
678,26.0,-56.0,8.0
679,26.0,-56.0,8.0
680,26.0,-56.0,8.0
681,26.0,-56.0,8.0
682,26.0,-56.0,8.0
683,26.0,-56.0,9.0
684,26.0,-56.0,9.0
685,27.0,-57.0,9.0
686,26.0,-56.0,9.0
687,26.0,-56.0,9.0
688,24.0,-56.0,8.0
689,24.0,-57.0,8.0
690,26.0,-57.0,8.0
691,26.0,-56.0,8.0
692,27.0,-56.0,8.0
693,27.0,-56.0,9.0
694,27.0,-57.0,8.0
695,26.0,-57.0,8.0
696,25.0,-56.0,8.0
697,25.0,-56.0,8.0
698,26.0,-56.0,8.0
699,26.0,-56.0,8.0
700,26.0,-56.0,8.0
701,26.0,-56.0,8.0
702,26.0,-57.0,8.0
703,26.0,-57.0,8.0
704,26.0,-57.0,8.0
705,26.0,-56.0,8.0
706,26.0,-56.0,8.0
707,26.0,-56.0,8.0
708,26.0,-57.0,8.0
709,26.0,-57.0,8.0
710,26.0,-56.0,8.0
711,26.0,-56.0,8.0
712,26.0,-57.0,8.0
713,26.0,-56.0,8.0
714,26.0,-57.0,8.0
715,26.0,-56.0,8.0
716,25.0,-56.0,8.0
717,26.0,-57.0,8.0
718,26.0,-56.0,8.0
719,26.0,-56.0,8.0
720,26.0,-56.0,8.0
721,26.0,-56.0,8.0
722,27.0,-56.0,8.0
723,26.0,-56.0,8.0
724,27.0,-56.0,9.0
725,27.0,-56.0,8.0
726,26.0,-57.0,8.0
727,25.0,-56.0,8.0
728,25.0,-57.0,8.0
729,25.0,-56.0,8.0
730,25.0,-56.0,8.0
731,26.0,-56.0,8.0
732,26.0,-56.0,8.0
733,26.0,-56.0,8.0
734,25.0,-57.0,8.0
735,25.0,-56.0,8.0
736,25.0,-56.0,8.0
737,26.0,-56.0,8.0
738,26.0,-56.0,8.0
739,26.0,-56.0,8.0
740,26.0,-56.0,8.0
741,26.0,-56.0,8.0
742,26.0,-56.0,9.0
743,26.0,-56.0,8.0
744,26.0,-56.0,8.0
745,26.0,-57.0,8.0
746,26.0,-56.0,8.0
747,26.0,-57.0,8.0
748,26.0,-56.0,8.0
749,26.0,-56.0,8.0
750,26.0,-56.0,9.0
751,26.0,-56.0,8.0
752,26.0,-56.0,8.0
753,26.0,-56.0,8.0
754,26.0,-56.0,8.0
755,26.0,-56.0,8.0
756,26.0,-56.0,8.0
757,26.0,-56.0,8.0
758,26.0,-56.0,8.0
759,26.0,-56.0,8.0
760,26.0,-56.0,8.0
761,26.0,-56.0,8.0
762,26.0,-56.0,8.0
763,26.0,-56.0,9.0
764,26.0,-57.0,8.0
765,26.0,-56.0,8.0
766,26.0,-56.0,8.0
767,26.0,-56.0,8.0
768,26.0,-56.0,9.0
769,26.0,-56.0,8.0
770,26.0,-56.0,8.0
771,26.0,-56.0,8.0
772,26.0,-56.0,8.0
773,26.0,-57.0,8.0
774,25.0,-56.0,8.0
775,26.0,-57.0,8.0
776,26.0,-56.0,8.0
777,26.0,-57.0,8.0
778,25.0,-56.0,8.0
779,26.0,-56.0,8.0
780,26.0,-56.0,8.0
781,27.0,-56.0,8.0
782,27.0,-56.0,8.0
783,27.0,-57.0,8.0
784,26.0,-56.0,8.0
785,26.0,-56.0,8.0
786,26.0,-56.0,9.0
787,26.0,-56.0,9.0
788,26.0,-56.0,8.0
789,26.0,-56.0,8.0
790,26.0,-56.0,8.0
791,26.0,-57.0,8.0
792,26.0,-56.0,8.0
793,25.0,-56.0,8.0
794,26.0,-56.0,8.0
795,26.0,-56.0,8.0
796,26.0,-57.0,8.0
797,26.0,-57.0,8.0
798,26.0,-56.0,8.0
799,26.0,-56.0,8.0
800,26.0,-56.0,8.0
801,26.0,-56.0,8.0
802,26.0,-56.0,9.0
803,26.0,-56.0,8.0
804,26.0,-56.0,8.0
805,26.0,-56.0,8.0
806,26.0,-56.0,8.0
807,26.0,-56.0,8.0
808,26.0,-56.0,8.0
809,26.0,-56.0,8.0
810,26.0,-56.0,8.0
811,26.0,-56.0,8.0
812,26.0,-56.0,8.0
813,26.0,-56.0,8.0
814,26.0,-56.0,8.0
815,25.0,-57.0,8.0
816,26.0,-56.0,8.0
817,26.0,-57.0,8.0
818,26.0,-56.0,8.0
819,26.0,-56.0,8.0
820,26.0,-56.0,8.0
821,26.0,-57.0,8.0
822,26.0,-56.0,8.0
823,26.0,-56.0,8.0
824,26.0,-56.0,8.0
825,26.0,-56.0,8.0
826,26.0,-57.0,8.0
827,26.0,-56.0,8.0
828,26.0,-56.0,8.0
829,26.0,-56.0,8.0
830,26.0,-57.0,8.0
831,26.0,-56.0,8.0
832,26.0,-56.0,8.0
833,26.0,-56.0,8.0
834,26.0,-56.0,8.0
835,26.0,-56.0,8.0
836,26.0,-57.0,8.0
837,26.0,-56.0,8.0
838,26.0,-56.0,8.0
839,26.0,-56.0,8.0
840,26.0,-56.0,8.0
841,26.0,-57.0,8.0
842,26.0,-56.0,8.0
843,26.0,-57.0,8.0
844,26.0,-56.0,8.0
845,26.0,-56.0,8.0
846,26.0,-56.0,8.0
847,26.0,-56.0,8.0
848,26.0,-56.0,8.0
849,26.0,-57.0,8.0
850,26.0,-56.0,8.0
851,26.0,-56.0,8.0
852,26.0,-57.0,8.0
853,26.0,-57.0,8.0
854,25.0,-56.0,8.0
855,26.0,-56.0,8.0
856,26.0,-57.0,8.0
857,26.0,-56.0,8.0
858,26.0,-56.0,8.0
859,25.0,-56.0,8.0
860,26.0,-57.0,8.0
861,25.0,-56.0,8.0
862,26.0,-56.0,8.0
863,26.0,-56.0,8.0
864,26.0,-57.0,8.0
865,26.0,-57.0,8.0
866,26.0,-56.0,8.0
867,26.0,-56.0,8.0
868,26.0,-57.0,8.0
869,26.0,-56.0,8.0
870,26.0,-57.0,8.0
871,25.0,-57.0,8.0
872,25.0,-56.0,8.0
873,26.0,-56.0,8.0
874,26.0,-57.0,8.0
875,25.0,-56.0,8.0
876,25.0,-57.0,8.0
877,25.0,-57.0,8.0
878,25.0,-57.0,8.0
879,25.0,-57.0,8.0
880,25.0,-57.0,8.0
881,25.0,-57.0,8.0
882,25.0,-57.0,8.0
883,25.0,-57.0,8.0
884,25.0,-57.0,8.0
885,25.0,-57.0,8.0
886,25.0,-56.0,8.0
887,25.0,-57.0,8.0
888,25.0,-57.0,8.0
889,26.0,-57.0,8.0
890,26.0,-57.0,8.0
891,25.0,-57.0,8.0
892,25.0,-57.0,8.0
893,26.0,-56.0,8.0
894,25.0,-57.0,8.0
895,25.0,-57.0,8.0
896,25.0,-57.0,8.0
897,25.0,-56.0,8.0
898,25.0,-57.0,8.0
899,25.0,-56.0,8.0
900,25.0,-56.0,8.0
901,26.0,-57.0,8.0
902,26.0,-57.0,8.0
903,26.0,-56.0,8.0
904,25.0,-56.0,8.0
905,26.0,-56.0,8.0
906,25.0,-57.0,8.0
907,25.0,-56.0,8.0
908,26.0,-57.0,8.0
909,26.0,-57.0,8.0
910,26.0,-56.0,8.0
911,26.0,-56.0,8.0
912,26.0,-56.0,9.0
913,26.0,-57.0,8.0
914,25.0,-56.0,8.0
915,26.0,-57.0,8.0
916,26.0,-56.0,8.0
917,26.0,-56.0,8.0
918,26.0,-57.0,8.0
919,26.0,-56.0,8.0
920,26.0,-56.0,8.0
921,26.0,-56.0,8.0
922,26.0,-56.0,8.0
923,26.0,-56.0,8.0
924,26.0,-57.0,8.0
925,26.0,-56.0,8.0
926,26.0,-57.0,8.0
927,25.0,-56.0,8.0
928,25.0,-56.0,8.0
929,26.0,-57.0,8.0
930,26.0,-57.0,8.0
931,25.0,-56.0,8.0
932,25.0,-57.0,8.0
933,26.0,-57.0,8.0
934,25.0,-56.0,8.0
935,25.0,-57.0,8.0
936,26.0,-57.0,8.0
937,26.0,-56.0,8.0
938,26.0,-56.0,8.0
