,EDA_wrist
481,0.38146
482,0.38146
483,0.377623
484,0.380181
485,0.378902
486,0.38274
487,0.38146
488,0.384019
489,0.386577
490,0.387856
491,0.389135
492,0.386577
493,0.386577
494,0.384019
495,0.389135
496,0.385298
497,0.385298
498,0.387856
499,0.387856
500,0.389135
501,0.389135
502,0.390415
503,0.390415
504,0.387856
505,0.385298
506,0.386577
507,0.389135
508,0.386577
509,0.387856
510,0.387856
511,0.386577
512,0.387856
513,0.386577
514,0.386577
515,0.387856
516,0.384019
517,0.384019
518,0.38274
519,0.386577
520,0.386577
521,0.391694
522,0.390415
523,0.390415
524,0.392973
525,0.392973
526,0.392973
527,0.390415
528,0.392973
529,0.387856
530,0.392973
531,0.392973
532,0.392973
533,0.392973
534,0.392973
535,0.395531
536,0.392973
537,0.392973
538,0.389135
539,0.391694
540,0.391694
541,0.390415
542,0.390415
543,0.384019
544,0.371227
545,0.364831
546,0.36739
547,0.380181
548,0.384019
549,0.384019
550,0.386577
551,0.386577
552,0.387856
553,0.386577
554,0.389135
555,0.387856
556,0.38274
557,0.389135
558,0.386577
559,0.389135
560,0.386577
561,0.386577
562,0.387856
563,0.389135
564,0.389135
565,0.389135
566,0.390415
567,0.389135
568,0.391694
569,0.390415
570,0.391694
571,0.384019
572,0.390415
573,0.389135
574,0.390415
575,0.390415
576,0.390415
577,0.390415
578,0.390415
579,0.390415
580,0.391694
581,0.390415
582,0.389135
583,0.390415
584,0.389135
585,0.390415
586,0.387856
587,0.391694
588,0.389135
589,0.389135
590,0.391694
591,0.391694
592,0.389135
593,0.386577
594,0.389135
595,0.386577
596,0.387856
597,0.387856
598,0.387856
599,0.387856
600,0.387856
601,0.389135
602,0.386577
603,0.387856
604,0.377623
605,0.386577
606,0.385298
607,0.385298
608,0.386577
609,0.384019
610,0.386577
611,0.384019
612,0.385298
613,0.385298
614,0.384019
615,0.384019
616,0.384019
617,0.384019
618,0.38274
619,0.38146
620,0.38274
621,0.38274
622,0.38146
623,0.38146
624,0.38146
625,0.38146
626,0.378902
627,0.38274
628,0.380181
629,0.380181
630,0.380181
631,0.38274
632,0.373785
633,0.380181
634,0.38146
635,0.380181
636,0.373785
637,0.377623
638,0.378902
639,0.375065
640,0.378902
641,0.377623
642,0.377623
643,0.378902
644,0.377623
645,0.378902
646,0.378902
647,0.378902
648,0.378902
649,0.377623
650,0.376344
651,0.371227
652,0.372506
653,0.371227
654,0.371227
655,0.371227
656,0.371227
657,0.372506
658,0.372506
659,0.372506
660,0.372506
661,0.372506
662,0.372506
663,0.373785
664,0.372506
665,0.369948
666,0.371227
667,0.372506
668,0.372506
669,0.371227
670,0.368669
671,0.372506
672,0.368669
673,0.372506
674,0.371227
675,0.372506
676,0.372506
677,0.369948
678,0.369948
679,0.36739
680,0.368669
681,0.359714
682,0.368669
683,0.368669
684,0.368669
685,0.36739
686,0.36611
687,0.369948
688,0.362273
689,0.368669
690,0.36739
691,0.36739
692,0.363552
693,0.36611
694,0.364831
695,0.36611
696,0.36611
697,0.36611
698,0.36611
699,0.36739
700,0.36611
701,0.36611
702,0.364831
703,0.364831
704,0.364831
705,0.363552
706,0.364831
707,0.362273
708,0.363552
709,0.363552
710,0.363552
711,0.364831
712,0.362273
713,0.362273
714,0.359714
715,0.363552
716,0.349481
717,0.362273
718,0.360994
719,0.360994
720,0.362273
721,0.360994
722,0.363552
723,0.362273
724,0.362273
725,0.360994
726,0.363552
727,0.360994
728,0.360994
729,0.362273
730,0.360994
731,0.363552
732,0.362273
733,0.362273
734,0.360994
735,0.359714
736,0.358435
737,0.359714
738,0.358435
739,0.359714
740,0.359714
741,0.359714
742,0.358435
743,0.360994
744,0.359714
745,0.359714
746,0.358435
747,0.357156
748,0.358435
749,0.355877
750,0.359714
751,0.357156
752,0.358435
753,0.358435
754,0.357156
755,0.358435
756,0.355877
757,0.357156
758,0.353319
759,0.358435
760,0.355877
761,0.355877
762,0.355877
763,0.354598
764,0.354598
765,0.354598
766,0.357156
767,0.354598
768,0.354598
769,0.352039
770,0.354598
771,0.353319
772,0.353319
773,0.354598
774,0.354598
775,0.353319
776,0.353319
777,0.353319
778,0.352039
779,0.353319
780,0.353319
781,0.352039
782,0.353319
783,0.355877
784,0.354598
785,0.353319
786,0.352039
787,0.355877
788,0.354598
789,0.354598
790,0.353319
791,0.35076
792,0.353319
793,0.35076
794,0.353319
795,0.348202
796,0.346923
797,0.352039
798,0.352039
799,0.354598
800,0.352039
801,0.353319
802,0.343085
803,0.353319
804,0.352039
805,0.352039
806,0.352039
807,0.352039
808,0.35076
809,0.35076
810,0.352039
811,0.35076
812,0.35076
813,0.346923
814,0.343085
815,0.345644
816,0.337968
817,0.344364
818,0.348202
819,0.341806
820,0.340527
821,0.349481
822,0.349481
823,0.346923
824,0.346923
825,0.349481
826,0.349481
827,0.35076
828,0.348202
829,0.349481
830,0.348202
831,0.349481
832,0.35076
833,0.348202
834,0.345644
835,0.343085
836,0.345644
837,0.345644
838,0.348202
839,0.345644
840,0.346923
841,0.346923
842,0.344364
843,0.349481
844,0.339248
845,0.346923
846,0.345644
847,0.348202
848,0.346923
849,0.345644
850,0.346923
851,0.345644
852,0.346923
853,0.346923
854,0.346923
855,0.346923
856,0.344364
857,0.344364
858,0.345644
859,0.345644
860,0.346923
861,0.341806
862,0.337968
863,0.340527
864,0.340527
865,0.341806
866,0.341806
867,0.341806
868,0.341806
869,0.33541
870,0.340527
871,0.341806
872,0.341806
873,0.341806
874,0.341806
875,0.344364
876,0.33541
877,0.340527
878,0.340527
879,0.340527
880,0.341806
881,0.340527
882,0.340527
883,0.340527
884,0.340527
885,0.339248
886,0.340527
887,0.343085
888,0.340527
889,0.339248
890,0.337968
891,0.341806
892,0.339248
893,0.343085
894,0.341806
895,0.343085
896,0.341806
897,0.341806
898,0.339248
899,0.337968
900,0.339248
901,0.33541
902,0.334131
903,0.329014
904,0.330293
905,0.329014
906,0.330293
907,0.332852
908,0.331573
909,0.33541
910,0.334131
911,0.334131
912,0.331573
913,0.339248
914,0.341806
915,0.341806
916,0.344364
917,0.345644
918,0.345644
919,0.345644
920,0.346923
921,0.345644
922,0.344364
923,0.344364
924,0.344364
925,0.344364
926,0.345644
927,0.344364
928,0.344364
929,0.343085
930,0.344364
931,0.345644
932,0.345644
933,0.337968
934,0.343085
935,0.344364
936,0.343085
937,0.345644
938,0.344364
939,0.346923
940,0.344364
941,0.344364
942,0.345644
943,0.344364
944,0.344364
945,0.340527
946,0.344364
947,0.336689
948,0.343085
949,0.33541
950,0.343085
951,0.343085
952,0.343085
953,0.344364
954,0.341806
955,0.344364
956,0.33541
957,0.340527
958,0.340527
959,0.339248
960,0.341806
961,0.340527
962,0.340527
963,0.339248
964,0.341806
965,0.332852
966,0.339248
967,0.336689
968,0.337968
969,0.336689
970,0.336689
971,0.341806
972,0.331573
973,0.337968
974,0.339248
975,0.339248
976,0.337968
977,0.336689
978,0.33541
979,0.336689
980,0.336689
981,0.337968
982,0.337968
983,0.339248
984,0.337968
985,0.339248
986,0.340527
987,0.339248
988,0.336689
989,0.334131
990,0.336689
991,0.33541
992,0.336689
993,0.33541
994,0.336689
995,0.33541
996,0.336689
997,0.337968
998,0.334131
999,0.336689
1000,0.331573
1001,0.332852
1002,0.331573
1003,0.33541
1004,0.332852
1005,0.334131
1006,0.334131
1007,0.334131
1008,0.334131
1009,0.332852
1010,0.332852
1011,0.329014
1012,0.331573
1013,0.327735
1014,0.327735
1015,0.327735
1016,0.326456
1017,0.326456
1018,0.326456
1019,0.327735
1020,0.325177
1021,0.327735
1022,0.325177
1023,0.327735
1024,0.323898
1025,0.325177
1026,0.323898
1027,0.325177
1028,0.325177
1029,0.325177
1030,0.325177
1031,0.325177
1032,0.323898
1033,0.321339
1034,0.323898
1035,0.323898
1036,0.318781
1037,0.323898
1038,0.323898
1039,0.322618
1040,0.325177
1041,0.323898
1042,0.325177
1043,0.323898
1044,0.323898
1045,0.321339
1046,0.321339
1047,0.323898
1048,0.322618
1049,0.322618
1050,0.322618
1051,0.323898
1052,0.323898
1053,0.321339
1054,0.322618
1055,0.32006
1056,0.322618
1057,0.321339
1058,0.322618
1059,0.32006
1060,0.321339
1061,0.32006
1062,0.32006
1063,0.321339
1064,0.321339
1065,0.32006
1066,0.318781
1067,0.322618
1068,0.318781
1069,0.32006
1070,0.32006
1071,0.32006
1072,0.318781
1073,0.318781
1074,0.322618
1075,0.32006
1076,0.318781
1077,0.316223
1078,0.318781
1079,0.316223
1080,0.317502
1081,0.317502
1082,0.317502
1083,0.32006
1084,0.317502
1085,0.317502
1086,0.318781
1087,0.318781
1088,0.316223
1089,0.317502
1090,0.318781
1091,0.317502
1092,0.318781
1093,0.317502
1094,0.317502
1095,0.318781
1096,0.318781
1097,0.317502
1098,0.316223
1099,0.316223
1100,0.316223
1101,0.317502
1102,0.316223
1103,0.316223
1104,0.316223
1105,0.314943
1106,0.316223
1107,0.314943
1108,0.316223
1109,0.309827
1110,0.314943
1111,0.316223
1112,0.313664
1113,0.316223
1114,0.313664
1115,0.317502
1116,0.309827
1117,0.316223
1118,0.314943
1119,0.313664
1120,0.314943
1121,0.313664
1122,0.314943
1123,0.312385
1124,0.316223
1125,0.313664
1126,0.313664
1127,0.314943
1128,0.312385
1129,0.314943
1130,0.314943
1131,0.313664
1132,0.311106
1133,0.312385
1134,0.311106
1135,0.313664
1136,0.312385
1137,0.312385
1138,0.312385
1139,0.311106
1140,0.312385
1141,0.312385
1142,0.313664
1143,0.311106
1144,0.313664
1145,0.312385
1146,0.312385
1147,0.313664
1148,0.311106
1149,0.311106
1150,0.309827
1151,0.313664
1152,0.309827
1153,0.311106
1154,0.302152
1155,0.309827
1156,0.309827
1157,0.311106
1158,0.308547
1159,0.308547
1160,0.311106
1161,0.308547
1162,0.309827
1163,0.311106
1164,0.309827
1165,0.308547
1166,0.309827
1167,0.308547
1168,0.308547
1169,0.309827
1170,0.307268
1171,0.311106
1172,0.308547
1173,0.307268
1174,0.305989
1175,0.307268
1176,0.30471
1177,0.305989
1178,0.305989
1179,0.307268
1180,0.305989
1181,0.307268
1182,0.307268
1183,0.307268
1184,0.307268
1185,0.305989
1186,0.307268
1187,0.307268
1188,0.307268
1189,0.305989
1190,0.307268
1191,0.307268
1192,0.305989
1193,0.307268
1194,0.305989
1195,0.308547
1196,0.302152
1197,0.298314
1198,0.303431
1199,0.305989
1200,0.303431
1201,0.305989
1202,0.305989
1203,0.307268
1204,0.305989
1205,0.307268
1206,0.307268
1207,0.303431
1208,0.305989
1209,0.30471
1210,0.305989
1211,0.303431
1212,0.305989
1213,0.30471
1214,0.305989
1215,0.307268
1216,0.30471
1217,0.30471
1218,0.305989
1219,0.307268
1220,0.303431
1221,0.305989
1222,0.302152
1223,0.305989
1224,0.30471
1225,0.302152
1226,0.303431
1227,0.30471
1228,0.30471
1229,0.303431
1230,0.303431
1231,0.302152
1232,0.30471
1233,0.303431
1234,0.30471
1235,0.305989
1236,0.303431
1237,0.303431
1238,0.302152
1239,0.30471
1240,0.303431
1241,0.30471
1242,0.300872
1243,0.30471
1244,0.300872
1245,0.302152
1246,0.302152
1247,0.302152
1248,0.300872
1249,0.300872
1250,0.303431
1251,0.302152
1252,0.300872
1253,0.293197
1254,0.302152
1255,0.299593
1256,0.302152
1257,0.300872
1258,0.299593
1259,0.300872
1260,0.300872
1261,0.302152
1262,0.295756
1263,0.302152
1264,0.302152
1265,0.300872
1266,0.300872
1267,0.300872
1268,0.302152
1269,0.302152
1270,0.300872
1271,0.295756
1272,0.300872
1273,0.300872
1274,0.299593
1275,0.298314
1276,0.294477
1277,0.299593
1278,0.298314
1279,0.299593
1280,0.300872
1281,0.300872
1282,0.303431
1283,0.305989
1284,0.305989
1285,0.305989
1286,0.302152
1287,0.302152
1288,0.300872
1289,0.302152
1290,0.299593
1291,0.302152
1292,0.300872
1293,0.302152
1294,0.303431
1295,0.302152
1296,0.300872
1297,0.300872
1298,0.302152
1299,0.299593
1300,0.300872
1301,0.300872
1302,0.302152
1303,0.300872
1304,0.302152
1305,0.302152
1306,0.300872
1307,0.299593
1308,0.298314
1309,0.299593
1310,0.299593
1311,0.302152
1312,0.297035
1313,0.299593
1314,0.298314
1315,0.299593
1316,0.300872
1317,0.299593
1318,0.299593
1319,0.297035
1320,0.300872
1321,0.297035
1322,0.300872
1323,0.302152
1324,0.302152
1325,0.302152
1326,0.303431
1327,0.30471
1328,0.303431
1329,0.30471
1330,0.302152
1331,0.303431
1332,0.300872
1333,0.302152
1334,0.302152
1335,0.300872
1336,0.302152
1337,0.300872
1338,0.303431
1339,0.300872
1340,0.302152
1341,0.299593
1342,0.299593
1343,0.294477
1344,0.300872
1345,0.299593
1346,0.299593
1347,0.302152
1348,0.299593
1349,0.302152
1350,0.299593
1351,0.300872
1352,0.298314
1353,0.299593
1354,0.298314
1355,0.300872
1356,0.295756
1357,0.298314
1358,0.299593
1359,0.298314
1360,0.300872
1361,0.299593
1362,0.298314
1363,0.297035
1364,0.298314
1365,0.297035
1366,0.297035
1367,0.299593
1368,0.297035
1369,0.295756
1370,0.298314
1371,0.299593
1372,0.298314
1373,0.297035
1374,0.294477
1375,0.295756
1376,0.293197
1377,0.295756
1378,0.294477
1379,0.295756
1380,0.293197
1381,0.294477
1382,0.291918
1383,0.291918
1384,0.293197
1385,0.290639
1386,0.294477
1387,0.293197
1388,0.295756
1389,0.294477
1390,0.297035
1391,0.298314
1392,0.294477
1393,0.295756
1394,0.294477
1395,0.295756
1396,0.293197
1397,0.297035
1398,0.295756
1399,0.297035
1400,0.294477
1401,0.295756
1402,0.295756
1403,0.295756
1404,0.291918
1405,0.28936
1406,0.290639
1407,0.294477
1408,0.297035
1409,0.295756
1410,0.297035
1411,0.294477
1412,0.295756
1413,0.295756
1414,0.297035
1415,0.297035
1416,0.295756
1417,0.297035
1418,0.293197
1419,0.297035
1420,0.295756
1421,0.297035
1422,0.297035
1423,0.295756
1424,0.297035
1425,0.297035
1426,0.297035
1427,0.297035
1428,0.295756
1429,0.288081
1430,0.295756
1431,0.294477
1432,0.294477
1433,0.294477
1434,0.294477
1435,0.294477
1436,0.28936
1437,0.295756
1438,0.295756
1439,0.295756
1440,0.293197
1441,0.294477
1442,0.293197
1443,0.293197
1444,0.291918
1445,0.291918
1446,0.294477
1447,0.294477
1448,0.294477
1449,0.294477
1450,0.291918
1451,0.291918
1452,0.291918
1453,0.291918
1454,0.291918
1455,0.293197
1456,0.291918
1457,0.294477
1458,0.291918
1459,0.294477
1460,0.293197
1461,0.291918
1462,0.291918
1463,0.291918
1464,0.290639
1465,0.290639
1466,0.293197
1467,0.291918
1468,0.291918
1469,0.291918
1470,0.293197
1471,0.291918
1472,0.290639
1473,0.290639
1474,0.291918
1475,0.293197
1476,0.291918
1477,0.290639
1478,0.291918
1479,0.293197
1480,0.293197
1481,0.293197
1482,0.293197
1483,0.294477
1484,0.291918
1485,0.291918
1486,0.291918
1487,0.293197
1488,0.293197
1489,0.294477
1490,0.293197
1491,0.295756
1492,0.294477
1493,0.293197
1494,0.293197
1495,0.290639
1496,0.294477
1497,0.291918
1498,0.294477
1499,0.293197
1500,0.293197
1501,0.294477
1502,0.293197
1503,0.295756
1504,0.291918
1505,0.293197
1506,0.290639
1507,0.293197
1508,0.290639
1509,0.293197
1510,0.290639
1511,0.291918
1512,0.291918
1513,0.290639
1514,0.293197
1515,0.290639
1516,0.286802
1517,0.28936
1518,0.28936
1519,0.291918
1520,0.291918
1521,0.291918
1522,0.290639
1523,0.291918
1524,0.290639
1525,0.291918
1526,0.291918
1527,0.290639
1528,0.28936
1529,0.290639
1530,0.290639
1531,0.290639
1532,0.291918
1533,0.290639
1534,0.28936
1535,0.291918
1536,0.290639
1537,0.28936
1538,0.28936
1539,0.28936
1540,0.28936
1541,0.291918
1542,0.28936
1543,0.288081
1544,0.28936
1545,0.288081
1546,0.290639
1547,0.284243
1548,0.28936
1549,0.288081
1550,0.288081
1551,0.28936
1552,0.286802
1553,0.28936
1554,0.288081
1555,0.290639
1556,0.28936
1557,0.286802
1558,0.28936
1559,0.288081
1560,0.28936
1561,0.286802
1562,0.28936
1563,0.28936
1564,0.288081
1565,0.288081
1566,0.28936
1567,0.288081
1568,0.288081
1569,0.28936
1570,0.28936
1571,0.290639
1572,0.286802
1573,0.28936
1574,0.288081
1575,0.288081
1576,0.286802
1577,0.286802
1578,0.288081
1579,0.288081
1580,0.28936
1581,0.288081
1582,0.286802
1583,0.286802
1584,0.286802
1585,0.286802
1586,0.288081
1587,0.286802
1588,0.286802
1589,0.288081
1590,0.288081
1591,0.288081
1592,0.286802
1593,0.281685
1594,0.286802
1595,0.288081
1596,0.276568
1597,0.286802
1598,0.286802
1599,0.288081
1600,0.285522
1601,0.286802
1602,0.28936
1603,0.286802
1604,0.288081
1605,0.284243
1606,0.286802
1607,0.285522
1608,0.286802
1609,0.285522
1610,0.286802
1611,0.286802
1612,0.285522
1613,0.286802
1614,0.285522
1615,0.288081
1616,0.285522
1617,0.286802
1618,0.286802
1619,0.286802
1620,0.286802
1621,0.286802
1622,0.285522
1623,0.285522
1624,0.288081
1625,0.285522
1626,0.285522
1627,0.285522
1628,0.286802
1629,0.282964
1630,0.284243
1631,0.285522
1632,0.284243
1633,0.284243
1634,0.284243
1635,0.286802
1636,0.285522
1637,0.284243
1638,0.284243
1639,0.285522
1640,0.285522
1641,0.284243
1642,0.285522
1643,0.284243
1644,0.285522
1645,0.284243
1646,0.285522
1647,0.284243
1648,0.284243
1649,0.282964
1650,0.282964
1651,0.284243
1652,0.279126
1653,0.285522
1654,0.285522
1655,0.284243
1656,0.284243
1657,0.285522
1658,0.285522
1659,0.280406
1660,0.284243
1661,0.284243
1662,0.282964
1663,0.284243
1664,0.282964
1665,0.284243
1666,0.282964
1667,0.284243
1668,0.285522
1669,0.285522
1670,0.285522
1671,0.280406
1672,0.284243
1673,0.282964
1674,0.284243
1675,0.284243
1676,0.279126
1677,0.284243
1678,0.282964
1679,0.285522
1680,0.282964
1681,0.282964
1682,0.277847
1683,0.280406
1684,0.279126
1685,0.280406
1686,0.280406
1687,0.281685
1688,0.279126
1689,0.281685
1690,0.281685
1691,0.280406
1692,0.276568
1693,0.279126
1694,0.281685
1695,0.279126
1696,0.280406
1697,0.280406
1698,0.280406
1699,0.277847
1700,0.280406
1701,0.280406
1702,0.279126
1703,0.282964
1704,0.277847
1705,0.279126
1706,0.279126
1707,0.279126
1708,0.281685
1709,0.281685
1710,0.282964
1711,0.282964
1712,0.281685
1713,0.280406
1714,0.280406
1715,0.280406
1716,0.279126
1717,0.279126
1718,0.280406
1719,0.280406
1720,0.276568
1721,0.272731
1722,0.288081
1723,0.285522
1724,0.284243
1725,0.281685
1726,0.279126
1727,0.282964
1728,0.282964
1729,0.282964
1730,0.282964
1731,0.285522
1732,0.284243
1733,0.285522
1734,0.285522
1735,0.284243
1736,0.282964
1737,0.280406
1738,0.281685
1739,0.280406
1740,0.281685
1741,0.275289
1742,0.281685
1743,0.280406
1744,0.280406
1745,0.280406
1746,0.279126
1747,0.281685
1748,0.279126
1749,0.280406
1750,0.277847
1751,0.280406
1752,0.279126
1753,0.277847
1754,0.279126
1755,0.272731
1756,0.27401
1757,0.277847
1758,0.276568
1759,0.277847
1760,0.277847
1761,0.276568
1762,0.277847
1763,0.279126
1764,0.271451
1765,0.277847
1766,0.277847
1767,0.279126
1768,0.279126
1769,0.277847
1770,0.279126
1771,0.276568
1772,0.276568
1773,0.277847
1774,0.275289
1775,0.276568
1776,0.276568
1777,0.277847
1778,0.277847
1779,0.279126
1780,0.271451
1781,0.276568
1782,0.277847
1783,0.275289
1784,0.276568
1785,0.27401
1786,0.27401
1787,0.275289
1788,0.27401
1789,0.275289
1790,0.276568
1791,0.27401
1792,0.27401
1793,0.275289
1794,0.268893
1795,0.27401
1796,0.272731
1797,0.27401
1798,0.27401
1799,0.27401
1800,0.272731
1801,0.272731
1802,0.27401
1803,0.271451
1804,0.272731
1805,0.271451
1806,0.271451
1807,0.272731
1808,0.272731
1809,0.27401
1810,0.272731
1811,0.275289
1812,0.27401
1813,0.271451
1814,0.271451
1815,0.272731
1816,0.266335
1817,0.295756
1818,0.285522
1819,0.280406
1820,0.280406
1821,0.279126
1822,0.279126
1823,0.280406
1824,0.272731
1825,0.276568
1826,0.279126
1827,0.279126
1828,0.279126
1829,0.277847
1830,0.280406
1831,0.277847
1832,0.277847
1833,0.279126
1834,0.277847
1835,0.276568
1836,0.266335
1837,0.27401
1838,0.282964
1839,0.277847
1840,0.276568
1841,0.276568
1842,0.277847
1843,0.277847
1844,0.276568
1845,0.277847
1846,0.279126
1847,0.275289
1848,0.276568
1849,0.277847
1850,0.277847
1851,0.277847
1852,0.276568
1853,0.277847
1854,0.277847
1855,0.280406
1856,0.277847
1857,0.277847
1858,0.276568
1859,0.279126
1860,0.277847
1861,0.276568
1862,0.277847
1863,0.276568
1864,0.277847
1865,0.271451
1866,0.277847
1867,0.277847
1868,0.277847
1869,0.276568
1870,0.276568
1871,0.276568
